Element	actin cytoskeleton reorganization	angiogenesis	endothelial cell proliferation	epithelium regeneration	establishment of cell polarity	fatty acid synthesis	fibroblast migration	gluconeogenese	glycogen synthesis	glycolysis	ketogenic acid synthesis	leukotriene synthesis	lipoxin synthesis	m1 phenotype and behavior	m2 phenotype and behavior	macrophage differentiation	maresin synthesis	myeloid dendritic cell differentiation	natural killer cell chemotaxis	neutrophil chemotaxis	p38mapk cascade	platelet activation	platelet degranulation	positive regulation of acute inflammatory response	positive regulation of vascular permeability	prostaglandin synthesis	protectin synthesis	reactive oxygen species metabolic process	resolvin synthesis	thromboxan synthesis	vasoconstriction	vasodilation
m1824	0,166666666666667	0,333333333333333	0,2	0,2	0,166666666666667	0,0909090909090909	0,333333333333333	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,142857142857143	0,2	0,2	0,2	0	0	0,166666666666667	0	0	0,1	0,1	0,125	0,166666666666667	0,166666666666667	0	0,125	0	0,142857142857143	0,2	0,2
m1826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1827	0,166666666666667	0,2	0,2	0,25	0,2	0,0909090909090909	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,111111111111111	0,1	0,125	0,2	0,166666666666667	0	0,125	0	0,142857142857143	0,25	0,25
m1828	0,166666666666667	0,2	0,2	0,25	0,25	0,1	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,125	0,2	0,166666666666667	0	0,125	0	0,142857142857143	0,25	0,25
m1829	0,2	0,25	0,25	0,333333333333333	0,25	0,1	0,25	0,2	0,166666666666667	0,2	0,125	0,2	0,25	0,25	0,5	0,333333333333333	0	0	0,2	0	0	0,125	0,125	0,142857142857143	0,2	0,2	0	0,166666666666667	0	0,166666666666667	0,25	0,25
m1830	0,166666666666667	0,2	0,25	0,25	0,25	0,1	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,125	0,2	0,166666666666667	0	0,125	0	0,142857142857143	0,25	0,25
m1	0,25	0,25	0,333333333333333	0,333333333333333	0,25	0,1	0,25	0,2	0,2	0,2	0,142857142857143	0,25	0,2	0,333333333333333	0,25	0,333333333333333	0	0	0,25	0	0	0,125	0,125	0,142857142857143	0,2	0,25	0	0,166666666666667	0	0,166666666666667	0,25	0,25
m1831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1832	0,2	0,25	0,5	0,25	0,25	0,1	0,25	0,25	0,166666666666667	0,2	0,125	0,2	0,2	0,25	0,333333333333333	0,25	0	0	0,2	0	0	0,125	0,125	0,142857142857143	0,25	0,2	0	0,142857142857143	0	0,166666666666667	0,25	0,25
m1833	0,166666666666667	0,2	0,333333333333333	0,2	0,2	0,0909090909090909	0,2	0,2	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,125	0,2	0,166666666666667	0	0,142857142857143	0	0,142857142857143	0,2	0,2
m1834	0,2	0,333333333333333	0,333333333333333	0,25	0,2	0,1	0,333333333333333	0,2	0,2	0,2	0,125	0,25	0,2	0,25	0,333333333333333	0,25	0	0	0,2	0	0	0,125	0,111111111111111	0,166666666666667	0,25	0,2	0	0,142857142857143	0	0,2	0,25	0,25
m1835	0,2	0,25	0,333333333333333	0,333333333333333	0,166666666666667	0,125	0,25	0,333333333333333	0,166666666666667	0,25	0,125	0,2	0,2	0,25	0,333333333333333	0,25	0	0	0,2	0	0	0,125	0,125	0,142857142857143	0,2	0,25	0	0,142857142857143	0	0,166666666666667	0,2	0,2
m1836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1837	0,166666666666667	0,25	0,25	0,2	0,166666666666667	0,0909090909090909	0,25	0,166666666666667	0,166666666666667	0,166666666666667	0,111111111111111	0,2	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,142857142857143	0,2	0,166666666666667	0	0,125	0	0,166666666666667	0,2	0,2
m1734	0,333333333333333	0,333333333333333	0,333333333333333	0,333333333333333	0,25	0,125	0,333333333333333	0,2	0,2	0,25	0,2	0,25	0,2	0,333333333333333	0,333333333333333	0,333333333333333	0	0	0,25	0	0	0,142857142857143	0,125	0,166666666666667	0,25	0,25	0	0,25	0	0,2	0,25	0,25
m1838	0,25	0,25	0,333333333333333	0,5	0,25	0,111111111111111	0,25	0,2	0,166666666666667	0,25	0,142857142857143	0,333333333333333	0,25	0,25	0,5	0,25	0	0	0,25	0	0	0,142857142857143	0,125	0,142857142857143	0,2	0,25	0	0,25	0	0,166666666666667	0,2	0,2
m1839	0,142857142857143	0,166666666666667	0,166666666666667	0,166666666666667	0,125	0,0833333333333333	0,166666666666667	0,125	0,125	0,142857142857143	0,1	0,142857142857143	0,125	0,166666666666667	0,166666666666667	0,166666666666667	0	0	0,142857142857143	0	0	0,1	0,1	0,111111111111111	0,142857142857143	0,142857142857143	0	0,111111111111111	0	0,125	0,2	0,2
m1840	0,166666666666667	0,2	0,2	0,2	0,142857142857143	0,0909090909090909	0,2	0,142857142857143	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,142857142857143	0,2	0,2	0,2	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,125	0,166666666666667	0,166666666666667	0	0,125	0	0,142857142857143	0,25	0,25
m1841	0,142857142857143	0,166666666666667	0,166666666666667	0,166666666666667	0,125	0,0833333333333333	0,166666666666667	0,125	0,125	0,142857142857143	0,1	0,142857142857143	0,125	0,166666666666667	0,166666666666667	0,166666666666667	0	0	0,142857142857143	0	0	0,1	0,1	0,111111111111111	0,142857142857143	0,142857142857143	0	0,111111111111111	0	0,125	0,2	0,2
m1842	0,2	0,25	0,25	0,25	0,166666666666667	0,1	0,25	0,166666666666667	0,166666666666667	0,2	0,125	0,2	0,166666666666667	0,25	0,25	0,25	0	0	0,2	0	0	0,125	0,125	0,142857142857143	0,2	0,2	0	0,142857142857143	0	0,166666666666667	0,333333333333333	0,333333333333333
m1843	0,166666666666667	0,2	0,2	0,2	0,166666666666667	0,0909090909090909	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,142857142857143	0,2	0,2	0,2	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,125	0,166666666666667	0,166666666666667	0	0,125	0	0,142857142857143	0,25	0,25
m1844	0,333333333333333	0,333333333333333	0,25	0,333333333333333	0,25	0,1	0,333333333333333	0,25	0,166666666666667	0,25	0,125	0,2	0,25	0,333333333333333	0,5	0,333333333333333	0	0	0,2	0	0	0,142857142857143	0,125	0,142857142857143	0,25	0,2	0	0,166666666666667	0	0,166666666666667	0,25	0,25
m1845	0,2	0,25	0,25	0,2	0,166666666666667	0,1	0,25	0,166666666666667	0,142857142857143	0,2	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,25	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,125	0,2	0,166666666666667	0	0,125	0	0,142857142857143	0,25	0,25
m1846	0,25	0,333333333333333	0,333333333333333	0,25	0,2	0,111111111111111	0,333333333333333	0,2	0,2	0,2	0,125	0,25	0,2	0,333333333333333	0,333333333333333	0,25	0	0	0,2	0	0	0,125	0,111111111111111	0,166666666666667	0,25	0,2	0	0,142857142857143	0	0,2	0,25	0,25
m1847	0,166666666666667	0,2	0,2	0,2	0,2	0,0909090909090909	0,2	0,2	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,125	0,166666666666667	0,166666666666667	0	0,125	0	0,142857142857143	0,25	0,25
m1406	0,142857142857143	0,142857142857143	0,166666666666667	0,166666666666667	0,125	0,0769230769230769	0,142857142857143	0,142857142857143	0,125	0,142857142857143	0,1	0,142857142857143	0,125	0,166666666666667	0,166666666666667	0,166666666666667	0	0	0,142857142857143	0	0	0,0909090909090909	0,0909090909090909	0,111111111111111	0,142857142857143	0,142857142857143	0	0,111111111111111	0	0,111111111111111	0,166666666666667	0,166666666666667
m1848	0,166666666666667	0,166666666666667	0,2	0,2	0,142857142857143	0,0833333333333333	0,166666666666667	0,142857142857143	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,1	0,1	0,111111111111111	0,166666666666667	0,166666666666667	0	0,125	0	0,125	0,166666666666667	0,166666666666667
m1849	0,25	0,142857142857143	0,166666666666667	0,166666666666667	0,125	0,0769230769230769	0,142857142857143	0,142857142857143	0,125	0,142857142857143	0,1	0,142857142857143	0,125	0,166666666666667	0,166666666666667	0,166666666666667	0	0	0,142857142857143	0	0	0,0909090909090909	0,0909090909090909	0,111111111111111	0,25	0,142857142857143	0	0,111111111111111	0	0,111111111111111	0,166666666666667	0,166666666666667
m1850	0,2	0,25	0,333333333333333	0,25	0,2	0,0909090909090909	0,25	0,166666666666667	0,166666666666667	0,166666666666667	0,125	0,2	0,166666666666667	0,25	0,25	0,25	0	0	0,2	0	0	0,142857142857143	0,142857142857143	0,142857142857143	0,2	0,2	0	0,142857142857143	0	0,2	0,2	0,2
m1851	0,142857142857143	0,142857142857143	0,166666666666667	0,166666666666667	0,125	0,0769230769230769	0,142857142857143	0,142857142857143	0,125	0,142857142857143	0,1	0,142857142857143	0,125	0,166666666666667	0,166666666666667	0,166666666666667	0	0	0,142857142857143	0	0	0,0909090909090909	0,0909090909090909	0,111111111111111	0,142857142857143	0,142857142857143	0	0,111111111111111	0	0,111111111111111	0,166666666666667	0,166666666666667
m1852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1853	0,25	0,333333333333333	0,333333333333333	0,333333333333333	0,2	0,111111111111111	0,333333333333333	0,2	0,2	0,25	0,142857142857143	0,25	0,2	0,333333333333333	0,333333333333333	0,333333333333333	0	0	0,25	0	0	0,125	0,125	0,142857142857143	0,25	0,25	0	0,166666666666667	0	0,166666666666667	0,2	0,2
m1854	0,2	0,25	0,25	0,2	0,2	0,1	0,25	0,2	0,166666666666667	0,166666666666667	0,125	0,2	0,166666666666667	0,2	0,25	0,25	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,142857142857143	0,2	0,166666666666667	0	0,142857142857143	0	0,166666666666667	0,2	0,2
m1855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1625	0,2	0,25	0,25	0,25	0,25	0,1	0,25	0,25	0,166666666666667	0,2	0,125	0,2	0,2	0,25	0,333333333333333	0,25	0	0	0,2	0	0	0,142857142857143	0,142857142857143	0,125	0,2	0,2	0	0,142857142857143	0	0,142857142857143	0,2	0,2
m1624	0,2	0,2	0,2	0,2	0,166666666666667	0,0909090909090909	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,142857142857143	0,142857142857143	0,125	0,166666666666667	0,166666666666667	0	0,125	0	0,142857142857143	0,2	0,2
m500	0,25	0,25	0,333333333333333	0,333333333333333	0,2	0,1	0,25	0,2	0,2	0,25	0,142857142857143	0,25	0,2	0,333333333333333	0,333333333333333	0,333333333333333	0	0	0,25	0	0	0,125	0,125	0,142857142857143	0,25	0,25	0	0,166666666666667	0	0,166666666666667	0,25	0,25
m1856	0,142857142857143	0,166666666666667	0,166666666666667	0,166666666666667	0,166666666666667	0,0833333333333333	0,166666666666667	0,166666666666667	0,125	0,142857142857143	0,1	0,142857142857143	0,142857142857143	0,166666666666667	0,2	0,166666666666667	0	0	0,142857142857143	0	0	0,1	0,1	0,111111111111111	0,142857142857143	0,142857142857143	0	0,111111111111111	0	0,125	0,2	0,2
m1857	0,2	0,25	0,25	0,333333333333333	0,166666666666667	0,1	0,25	0,2	0,166666666666667	0,25	0,125	0,2	0,2	0,25	0,333333333333333	0,25	0	0	0,2	0	0	0,125	0,125	0,142857142857143	0,2	0,2	0	0,142857142857143	0	0,166666666666667	0,2	0,2
m1858	0,2	0,333333333333333	0,333333333333333	0,25	0,2	0,1	0,333333333333333	0,2	0,2	0,2	0,125	0,25	0,2	0,25	0,333333333333333	0,25	0	0	0,2	0	0	0,125	0,125	0,166666666666667	0,25	0,2	0	0,142857142857143	0	0,2	0,2	0,2
m1859	0,2	0,25	0,25	0,25	0,166666666666667	0,1	0,25	0,166666666666667	0,142857142857143	0,2	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,25	0	0	0,166666666666667	0	0	0,111111111111111	0,1	0,125	0,2	0,166666666666667	0	0,125	0	0,142857142857143	0,2	0,2
m1860	0,2	0,25	0,25	0,333333333333333	0,2	0,1	0,25	0,2	0,166666666666667	0,25	0,125	0,2	0,25	0,25	0,5	0,333333333333333	0	0	0,166666666666667	0	0	0,125	0,125	0,142857142857143	0,25	0,2	0	0,166666666666667	0	0,166666666666667	0,2	0,2
m1861	0,25	0,2	0,25	0,166666666666667	0,166666666666667	0,0833333333333333	0,2	0,166666666666667	0,142857142857143	0,142857142857143	0,1	0,166666666666667	0,142857142857143	0,166666666666667	0,2	0,166666666666667	0	0	0,142857142857143	0	0	0,1	0,1	0,125	0,2	0,142857142857143	0	0,111111111111111	0	0,142857142857143	0,2	0,2
m1862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1698	0,142857142857143	0,166666666666667	0,333333333333333	0,166666666666667	0,142857142857143	0,0833333333333333	0,166666666666667	0,142857142857143	0,125	0,142857142857143	0,1	0,142857142857143	0,142857142857143	0,166666666666667	0,2	0,166666666666667	0	0	0,142857142857143	0	0	0,0909090909090909	0,0909090909090909	0,111111111111111	0,2	0,142857142857143	0	0,111111111111111	0	0,125	0,166666666666667	0,166666666666667
m1864	0,142857142857143	0,166666666666667	0,333333333333333	0,166666666666667	0,142857142857143	0,0833333333333333	0,166666666666667	0,142857142857143	0,125	0,142857142857143	0,1	0,142857142857143	0,142857142857143	0,166666666666667	0,2	0,166666666666667	0	0	0,142857142857143	0	0	0,0909090909090909	0,0909090909090909	0,111111111111111	0,2	0,142857142857143	0	0,111111111111111	0	0,125	0,166666666666667	0,166666666666667
m1865	0,25	0,25	0,333333333333333	0,333333333333333	0,2	0,1	0,25	0,2	0,2	0,25	0,142857142857143	0,25	0,2	0,333333333333333	0,333333333333333	0,5	0	0	0,25	0	0	0,125	0,125	0,142857142857143	0,25	0,25	0	0,166666666666667	0	0,166666666666667	0,2	0,2
m1866	0,166666666666667	0,2	0,2	0,166666666666667	0,142857142857143	0,0833333333333333	0,2	0,142857142857143	0,142857142857143	0,142857142857143	0,1	0,166666666666667	0,142857142857143	0,166666666666667	0,2	0,166666666666667	0	0	0,142857142857143	0	0	0,1	0,1	0,125	0,166666666666667	0,142857142857143	0	0,111111111111111	0	0,142857142857143	0,166666666666667	0,166666666666667
m1867	0,166666666666667	0,2	0,333333333333333	0,2	0,166666666666667	0,0833333333333333	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,142857142857143	0,2	0,2	0,2	0	0	0,166666666666667	0	0	0,1	0,1	0,125	0,2	0,142857142857143	0	0,125	0	0,142857142857143	0,25	0,25
m1868	0,2	0,25	0,25	0,2	0,2	0,0909090909090909	0,25	0,2	0,166666666666667	0,2	0,111111111111111	0,2	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,125	0,125	0,142857142857143	0,2	0,2	0	0,125	0	0,166666666666667	0,333333333333333	0,333333333333333
m1869	0,2	0,5	0,5	0,25	0,5	0,1	0,5	0,2	0,166666666666667	0,2	0,111111111111111	0,2	0,25	0,25	0,5	0,25	0	0	0,166666666666667	0	0	0,125	0,125	0,142857142857143	0,25	0,166666666666667	0	0,166666666666667	0	0,166666666666667	0,25	0,25
m1870	0,2	0,25	0,333333333333333	0,25	0,2	0,0909090909090909	0,25	0,2	0,166666666666667	0,2	0,125	0,2	0,166666666666667	0,25	0,25	0,25	0	0	0,2	0	0	0,111111111111111	0,111111111111111	0,142857142857143	0,2	0,166666666666667	0	0,142857142857143	0	0,166666666666667	0,333333333333333	0,333333333333333
m1871	0,2	0,25	0,333333333333333	0,25	0,2	0,111111111111111	0,25	0,2	0,166666666666667	0,2	0,125	0,2	0,2	0,2	0,333333333333333	0,25	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,142857142857143	0,25	0,166666666666667	0	0,142857142857143	0	0,166666666666667	0,25	0,25
m1872	0,2	0,25	0,25	0,25	0,2	0,0909090909090909	0,25	0,2	0,166666666666667	0,2	0,125	0,2	0,166666666666667	0,25	0,25	0,25	0	0	0,2	0	0	0,111111111111111	0,111111111111111	0,142857142857143	0,2	0,166666666666667	0	0,142857142857143	0	0,166666666666667	0,25	0,25
m1873	0,2	0,2	0,25	0,2	0,166666666666667	0,0833333333333333	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,142857142857143	0,2	0,2	0,2	0	0	0,166666666666667	0	0	0,1	0,1	0,125	0,2	0,142857142857143	0	0,125	0	0,142857142857143	0,25	0,25
m1874	0,2	0,25	0,25	0,25	0,2	0,1	0,25	0,2	0,166666666666667	0,2	0,111111111111111	0,2	0,25	0,25	0,5	0,25	0	0	0,166666666666667	0	0	0,125	0,125	0,142857142857143	0,2	0,166666666666667	0	0,166666666666667	0	0,166666666666667	0,25	0,25
m1875	0,142857142857143	0,25	0,166666666666667	0,166666666666667	0,142857142857143	0,0833333333333333	0,25	0,142857142857143	0,125	0,142857142857143	0,1	0,142857142857143	0,125	0,166666666666667	0,166666666666667	0,166666666666667	0	0	0,142857142857143	0	0	0,1	0,1	0,111111111111111	0,142857142857143	0,142857142857143	0	0,111111111111111	0	0,125	0,166666666666667	0,166666666666667
m1876	0,142857142857143	0,25	0,166666666666667	0,166666666666667	0,142857142857143	0,0833333333333333	0,25	0,142857142857143	0,125	0,142857142857143	0,1	0,142857142857143	0,125	0,166666666666667	0,166666666666667	0,166666666666667	0	0	0,142857142857143	0	0	0,1	0,1	0,111111111111111	0,142857142857143	0,142857142857143	0	0,111111111111111	0	0,125	0,166666666666667	0,166666666666667
m1877	0,125	0,2	0,142857142857143	0,142857142857143	0,125	0,0769230769230769	0,2	0,125	0,111111111111111	0,125	0,0909090909090909	0,125	0,111111111111111	0,142857142857143	0,142857142857143	0,142857142857143	0	0	0,125	0	0	0,0909090909090909	0,0909090909090909	0,1	0,125	0,125	0	0,1	0	0,111111111111111	0,142857142857143	0,142857142857143
m1878	0,2	0,25	0,25	0,333333333333333	0,25	0,1	0,25	0,2	0,166666666666667	0,2	0,125	0,2	0,2	0,25	0,333333333333333	0,25	0	0	0,2	0	0	0,125	0,111111111111111	0,142857142857143	0,25	0,2	0	0,142857142857143	0	0,166666666666667	0,333333333333333	0,333333333333333
m1879	0,2	0,25	0,5	0,333333333333333	0,2	0,1	0,25	0,2	0,166666666666667	0,25	0,125	0,2	0,2	0,333333333333333	0,333333333333333	0,333333333333333	0	0	0,2	0	0	0,125	0,125	0,142857142857143	0,25	0,166666666666667	0	0,142857142857143	0	0,166666666666667	0,25	0,25
m1880	0,2	0,25	0,25	0,333333333333333	0,25	0,1	0,25	0,25	0,142857142857143	0,2	0,142857142857143	0,2	0,2	0,2	0,333333333333333	0,25	0	0	0,2	0	0	0,125	0,125	0,125	0,25	0,2	0	0,166666666666667	0	0,142857142857143	0,25	0,25
m1881	0,2	0,333333333333333	0,25	0,333333333333333	0,2	0,1	0,333333333333333	0,25	0,166666666666667	0,25	0,125	0,2	0,2	0,25	0,333333333333333	0,25	0	0	0,2	0	0	0,125	0,125	0,142857142857143	0,25	0,25	0	0,142857142857143	0	0,166666666666667	0,25	0,25
m1882	0,2	0,2	0,25	0,25	0,2	0,0909090909090909	0,2	0,166666666666667	0,166666666666667	0,2	0,125	0,2	0,166666666666667	0,25	0,25	0,25	0	0	0,2	0	0	0,111111111111111	0,111111111111111	0,125	0,2	0,2	0	0,142857142857143	0	0,142857142857143	0,25	0,25
m1883	0,166666666666667	0,2	0,2	0,25	0,2	0,0909090909090909	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,111111111111111	0,1	0,125	0,2	0,166666666666667	0	0,125	0	0,142857142857143	0,25	0,25
m1884	0,166666666666667	0,2	0,25	0,25	0,166666666666667	0,0909090909090909	0,2	0,166666666666667	0,142857142857143	0,2	0,111111111111111	0,166666666666667	0,2	0,2	0,333333333333333	0,25	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,125	0,333333333333333	0,142857142857143	0	0,142857142857143	0	0,142857142857143	0,2	0,2
m1885	0,166666666666667	0,2	0,2	0,2	0,166666666666667	0,0833333333333333	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,142857142857143	0,2	0,2	0,2	0	0	0,166666666666667	0	0	0,1	0,1	0,125	0,166666666666667	0,142857142857143	0	0,125	0	0,142857142857143	0,2	0,2
m1887	0,166666666666667	0,2	0,2	0,2	0,166666666666667	0,0833333333333333	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,142857142857143	0,2	0,2	0,2	0	0	0,166666666666667	0	0	0,1	0,1	0,125	0,166666666666667	0,142857142857143	0	0,125	0	0,142857142857143	0,2	0,2
m1888	0,166666666666667	0,2	0,2	0,2	0,166666666666667	0,0833333333333333	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,142857142857143	0,2	0,2	0,2	0	0	0,166666666666667	0	0	0,1	0,1	0,125	0,166666666666667	0,142857142857143	0	0,125	0	0,142857142857143	0,2	0,2
m1889	0,166666666666667	0,2	0,2	0,25	0,2	0,0909090909090909	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,2	0,2	0,333333333333333	0,25	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,125	0,166666666666667	0,166666666666667	0	0,142857142857143	0	0,142857142857143	0,2	0,2
m1890	0,2	0,25	0,25	0,333333333333333	0,166666666666667	0,1	0,25	0,2	0,166666666666667	0,25	0,125	0,2	0,2	0,25	0,333333333333333	0,333333333333333	0	0	0,2	0	0	0,125	0,125	0,142857142857143	0,25	0,2	0	0,142857142857143	0	0,166666666666667	0,2	0,2
m1891	0,166666666666667	0,2	0,2	0,2	0,166666666666667	0,0833333333333333	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,142857142857143	0,2	0,2	0,2	0	0	0,166666666666667	0	0	0,1	0,1	0,125	0,166666666666667	0,142857142857143	0	0,125	0	0,142857142857143	0,2	0,2
m1892	0,25	0,25	0,333333333333333	0,333333333333333	0,2	0,1	0,25	0,2	0,2	0,25	0,142857142857143	0,25	0,2	0,333333333333333	0,333333333333333	0,333333333333333	0	0	0,25	0	0	0,125	0,125	0,142857142857143	0,25	0,25	0	0,166666666666667	0	0,166666666666667	0,2	0,2
m1893	0,166666666666667	0,2	0,2	0,2	0,166666666666667	0,0833333333333333	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,142857142857143	0,2	0,2	0,2	0	0	0,166666666666667	0	0	0,1	0,1	0,125	0,166666666666667	0,142857142857143	0	0,125	0	0,142857142857143	0,2	0,2
m1895	0,25	0,25	0,25	0,25	0,25	0,1	0,25	0,166666666666667	0,166666666666667	0,166666666666667	0,142857142857143	0,2	0,166666666666667	0,2	0,25	0,25	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,142857142857143	0,25	0,166666666666667	0	0,166666666666667	0	0,166666666666667	0,2	0,2
m1761	0,25	0,25	0,25	0,333333333333333	0,25	0,1	0,25	0,166666666666667	0,166666666666667	0,25	0,111111111111111	0,25	0,2	0,2	0,333333333333333	0,25	0	0	0,166666666666667	0	0	0,142857142857143	0,125	0,142857142857143	0,25	0,333333333333333	0	0,142857142857143	0	0,166666666666667	0,2	0,2
m1896	0,25	0,25	0,333333333333333	0,25	0,2	0,111111111111111	0,25	0,2	0,166666666666667	0,2	0,111111111111111	0,2	0,2	0,2	0,333333333333333	0,25	0	0	0,2	0	0	0,125	0,111111111111111	0,142857142857143	0,25	0,2	0	0,142857142857143	0	0,166666666666667	0,2	0,2
m1897	0,25	0,333333333333333	0,333333333333333	0,25	0,2	0,1	0,333333333333333	0,25	0,2	0,25	0,125	0,25	0,2	0,25	0,333333333333333	0,25	0	0	0,2	0	0	0,125	0,111111111111111	0,166666666666667	0,25	0,25	0	0,142857142857143	0	0,2	0,2	0,2
m1898	0,25	0,25	0,333333333333333	0,333333333333333	0,2	0,111111111111111	0,25	0,2	0,2	0,25	0,142857142857143	0,25	0,2	0,333333333333333	0,333333333333333	0,333333333333333	0	0	0,25	0	0	0,125	0,125	0,142857142857143	0,25	0,25	0	0,166666666666667	0	0,166666666666667	0,2	0,2
m1899	0,166666666666667	0,25	0,25	0,25	0,2	0,0909090909090909	0,25	0,2	0,166666666666667	0,166666666666667	0,111111111111111	0,2	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,125	0,125	0,142857142857143	0,2	0,166666666666667	0	0,125	0	0,166666666666667	0,2	0,2
m1900	0,166666666666667	0,25	0,25	0,25	0,2	0,0909090909090909	0,25	0,2	0,166666666666667	0,2	0,111111111111111	0,2	0,2	0,2	0,333333333333333	0,25	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,142857142857143	0,2	0,166666666666667	0	0,142857142857143	0	0,166666666666667	0,25	0,25
m1901	0,166666666666667	0,2	0,25	0,2	0,2	0,0909090909090909	0,2	0,2	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,166666666666667	0,2	0,25	0,2	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,125	0,166666666666667	0,25	0	0,125	0	0,2	0,25	0,25
m1902	0,166666666666667	0,2	0,2	0,2	0,166666666666667	0,0833333333333333	0,2	0,166666666666667	0,142857142857143	0,166666666666667	0,111111111111111	0,166666666666667	0,142857142857143	0,2	0,2	0,2	0	0	0,166666666666667	0	0	0,1	0,1	0,125	0,166666666666667	0,142857142857143	0	0,125	0	0,142857142857143	0,2	0,2
m1903	0,25	0,25	0,25	0,25	0,166666666666667	0,111111111111111	0,25	0,2	0,166666666666667	0,2	0,111111111111111	0,2	0,2	0,25	0,333333333333333	0,333333333333333	0	0	0,166666666666667	0	0	0,111111111111111	0,111111111111111	0,142857142857143	0,333333333333333	0,2	0	0,142857142857143	0	0,166666666666667	0,2	0,2
