#Transcriptomic changes in joint tissues during the development of osteoarthritis (OA) are of interest for the discovery of biomarkers and mechanisms of disease. The objective of this study was to use the rat medial meniscus transection (MMT) model to discover stage and tissue-specific transcriptomic changes. Sham or MMT surgeries were performed in mature rats. Cartilage, menisci and synovium were scored for histopathological changes at 2, 4 and 6 weeks post-surgery and processed for RNA-sequencing. Differentially expressed genes (DEG) were used to identify pathways and mechanisms. Published transcriptomic datasets from animal models and human OA were used to confirm and extend present findings. The total number of DEGs was already high at 2 weeks (723 in meniscus), followed by cartilage (259) and synovium (42) and declined to varying degrees in meniscus and synovium but increased in cartilage at 6 weeks. The most upregulated genes included tenascins. The 'response to mechanical stimulus' and extracellular matrix-related pathways were enriched in both cartilage and meniscus. Pathways that were enriched in synovium at 4 weeks indicate processes related to synovial hyperplasia and fibrosis. Synovium also showed upregulation of IL-11 and several MMPs. The mechanical stimulus pathway included upregulation of the mechanoreceptors PIEZO1, PIEZO2 and TRPV4 and nerve growth factor. Analysis of data from prior RNA-sequencing studies of animal models and human OA support these findings. These results indicate several shared pathways that are affected during OA in cartilage and meniscus and support the role of mechanotransduction and other pathways in OA pathogenesis.
gene	cartilage 2-week	cartilage 2-week p-value	cartilage 4-week	cartilage 4-week p-value	cartilage 6-week	cartilage 6-week p-value	meniscus 2-week	meniscus 2-week p-value	meniscus 4-week	meniscus 4-week p-value	meniscus 6-week	meniscus 6-week p-value	synovium 2-week	synovium 2-week p-value	synovium 4-week	synovium 4-week p-value	synovium 6-week	synovium 6-week p-value
Bag1	0.633221307	1.9419e-05	0.661021498	0.001548112	0.512471255	0.031889008	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Bambi	-0.803706226	0.002405506	-0.737514985	0.002489638	-0.536581694	0.023950722	0.0	1.0	-0.879537092	0.009031333	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Basp1	0.0	1.0	0.0	1.0	0.0	1.0	1.719898441	9.01039e-06	1.374473968	0.006946909	1.170418968	0.008381274	0.0	1.0	0.0	1.0	0.0	1.0
Bcam	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.969400365	1.56313e-07	-0.621871994	0.008810339	0.0	1.0	0.0	1.0	0.0	1.0
Bcar1	0.0	1.0	0.0	1.0	0.0	1.0	0.499213506	0.032570935	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Bcat1	0.0	1.0	0.0	1.0	0.474495872	0.00150885	0.0	1.0	0.0	1.0	0.565408302	0.003576323	0.0	1.0	0.0	1.0	0.0	1.0
Bcat2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.557858313	0.010350158	0.0	1.0	0.0	1.0	0.0	1.0
Bche	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-2.248164437	0.004756108	0.0	1.0	0.0	1.0	0.0	1.0
Bcl3	0.0	1.0	0.0	1.0	1.098004306	0.005317999	0.649725784	0.016325009	0.0	1.0	0.713422441	0.049350453	0.0	1.0	0.0	1.0	0.0	1.0
Bcl6	0.0	1.0	0.0	1.0	0.0	1.0	-0.598444184	0.021944104	-0.710301896	0.010286532	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Bdp1	0.0	1.0	0.0	1.0	0.0	1.0	0.346685338	0.037421082	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Bgn	0.0	1.0	0.439184914	0.007937865	0.568109729	7.70397e-05	1.008071632	2.65323e-16	0.780185959	2.41337e-06	0.792023639	4.06622e-14	0.0	1.0	0.795280628	5.22302e-05	0.0	1.0
Blvrb	0.0	1.0	0.0	1.0	-0.797742586	0.042862295	0.0	1.0	0.0	1.0	0.495006349	0.041643259	0.0	1.0	0.0	1.0	0.0	1.0
Bmp1	0.0	1.0	0.0	1.0	0.0	1.0	0.603373693	1.80777e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.493520026	0.042381875	0.0	1.0
Bmp2	0.0	1.0	0.0	1.0	0.0	1.0	-0.638871025	0.015496482	-0.73124382	0.01065376	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Bmp4	0.0	1.0	0.0	1.0	0.0	1.0	-1.044659792	0.000407747	-0.862674265	0.010227898	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Bmp5	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.335821806	0.00412324	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Bmp7	2.481349833	0.006021336	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Bmyc	-1.135474162	0.0155104	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Bnc2	0.0	1.0	0.0	1.0	0.0	1.0	1.761634218	0.000347779	1.482146619	0.002875282	1.24504004	0.011355586	0.0	1.0	0.0	1.0	0.0	1.0
Bnip3	0.0	1.0	0.0	1.0	0.0	1.0	-0.684669483	0.00894569	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Bok	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.76292939	0.03837774	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Bpgm	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.593088622	0.018747876	0.582148165	0.034207134	0.0	1.0	0.0	1.0	0.0	1.0
Bsg	0.0	1.0	0.0	1.0	0.41095341	0.038673012	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Btg1	0.0	1.0	0.0	1.0	0.0	1.0	-0.297940684	0.029174845	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
C1qtnf1	0.0	1.0	0.0	1.0	0.0	1.0	0.683410621	8.72925e-06	0.484598586	0.039933019	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
C1qtnf3	0.0	1.0	0.0	1.0	0.0	1.0	4.34709123	5.14154e-15	4.284782932	3.21283e-20	2.530700207	1.20531e-15	2.578454718	0.006079189	0.0	1.0	0.0	1.0
C1qtnf5	1.055154843	4.50335e-05	1.173713458	1.47671e-08	1.108737508	0.004571237	1.394647497	2.6299e-18	1.089443983	9.7736e-11	0.649451115	0.000140934	0.0	1.0	0.0	1.0	0.0	1.0
C1qtnf6	0.0	1.0	0.0	1.0	0.0	1.0	1.424348297	8.47837e-14	1.130462342	3.64883e-07	0.60384922	0.041627135	0.0	1.0	0.0	1.0	0.0	1.0
C1qtnf7	0.0	1.0	-0.857340779	0.004845704	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
C1qtnf9	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.541213638	0.010375454	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
C1r	0.0	1.0	0.569285072	0.017046769	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
C1s	1.079705376	0.035992006	1.620565595	5.5915e-09	0.0	1.0	1.206641388	2.23432e-28	0.9948326	1.63837e-10	0.702629361	3.55466e-07	0.0	1.0	0.825922246	5.61027e-05	0.70860773	0.03000985
C3	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.319000459	0.014694593	0.0	1.0	0.0	1.0
C4bpa	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-2.467215352	0.000532987	0.0	1.0	0.0	1.0	0.0	1.0
C6	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.524158479	0.019003787	0.0	1.0	0.0	1.0	0.0	1.0
Cables1	0.634468975	0.032755776	0.0	1.0	1.040190575	0.005940127	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cacna2d1	0.0	1.0	0.0	1.0	0.0	1.0	0.769389357	0.003719243	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cacnb3	0.0	1.0	0.0	1.0	0.0	1.0	2.273753695	4.7798e-05	2.919094582	2.74019e-05	1.702778211	0.02376539	0.0	1.0	0.0	1.0	0.0	1.0
Cadm1	0.0	1.0	0.0	1.0	0.0	1.0	-0.771628978	0.004313882	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cadm3	0.0	1.0	0.0	1.0	0.0	1.0	-1.020071399	0.000248186	-1.505733854	5.62538e-11	-1.608129543	5.23508e-05	-0.812679966	0.002661704	0.0	1.0	0.0	1.0
Cald1	0.0	1.0	0.0	1.0	0.0	1.0	0.467471946	1.1377e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Calml3	0.0	1.0	0.0	1.0	0.0	1.0	-1.097112043	1.32053e-07	-0.905136106	0.00152153	-1.279332049	0.008339191	0.0	1.0	0.0	1.0	0.0	1.0
Calml4	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.166668439	0.037834266	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Calr	0.0	1.0	0.0	1.0	0.0	1.0	0.339872765	0.003384609	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Calu	0.0	1.0	0.0	1.0	0.0	1.0	0.479708603	0.000262689	0.446332619	0.002613058	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Camk2n1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.597422385	0.034909543	0.0	1.0	0.0	1.0	0.0	1.0
Capg	0.437220996	0.007154022	0.431892615	0.001188519	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Capn2	0.0	1.0	0.418852758	0.006535415	0.367844074	0.010831636	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Capn6	0.0	1.0	0.0	1.0	0.0	1.0	1.500574091	0.000706869	1.26587307	0.013291485	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Car1	0.0	1.0	0.0	1.0	0.0	1.0	-0.502332916	0.038133847	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Car2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.818059538	0.007946866	0.0	1.0	0.0	1.0	0.0	1.0
Car3	0.0	1.0	0.0	1.0	0.0	1.0	-1.487205679	0.003977897	0.0	1.0	-2.715838522	4.1477e-07	0.0	1.0	0.0	1.0	0.0	1.0
Car9	0.0	1.0	0.0	1.0	0.854947255	0.003952354	0.0	1.0	0.0	1.0	1.374265415	0.010542335	0.0	1.0	0.0	1.0	0.0	1.0
Cars	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.505221689	0.012880987	0.0	1.0	0.0	1.0	0.0	1.0
Cav2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.580776598	0.046434299	0.0	1.0	0.0	1.0	0.0	1.0
Cbln1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	3.313643783	0.005689023	0.0	1.0	0.0	1.0
Cbx7	0.0	1.0	0.0	1.0	0.0	1.0	-1.108504329	0.000628984	-1.076155204	7.96961e-05	-0.652104793	0.023028834	0.0	1.0	0.0	1.0	0.0	1.0
Ccdc141	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.846915321	0.036118404	0.0	1.0	0.0	1.0	0.0	1.0
Ccdc80	0.0	1.0	0.0	1.0	0.0	1.0	0.506821663	0.005212936	0.0	1.0	-0.320807394	0.025713948	0.0	1.0	0.0	1.0	0.0	1.0
Ccdc88c	0.0	1.0	0.0	1.0	-1.513424972	0.027461224	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ccl11	0.0	1.0	0.0	1.0	0.0	1.0	-1.75528979	0.038580779	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ccl2	3.865204441	0.000159507	0.0	1.0	0.0	1.0	0.775522767	0.04195335	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ccl24	0.0	1.0	0.0	1.0	0.0	1.0	-1.393751909	2.92206e-07	-1.380379711	0.000838102	-1.762966256	2.67162e-05	0.0	1.0	0.0	1.0	0.0	1.0
Ccl6	0.0	1.0	0.0	1.0	0.0	1.0	-0.574476264	0.017030188	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ccl7	0.0	1.0	0.0	1.0	0.0	1.0	0.953142012	0.036808717	0.0	1.0	1.150641479	0.040286253	0.0	1.0	0.0	1.0	0.0	1.0
Ccl9	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	2.551949707	4.42006e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ccnb1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.108639103	0.002647624	0.0	1.0	0.0	1.0	0.0	1.0
Ccnb3	-2.285248645	0.04765506	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ccnd1	0.672982642	0.000827367	0.863840531	3.17375e-07	0.926827292	2.31663e-09	0.0	1.0	-0.403669409	0.006768417	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ccnd2	0.0	1.0	0.0	1.0	0.0	1.0	-0.568099043	0.010743257	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ccr5	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.77053774	0.018303826	0.0	1.0
Cd109	0.0	1.0	0.0	1.0	0.0	1.0	-0.919160036	3.6722e-10	-0.739408848	0.004271379	-0.441946315	0.037680578	0.0	1.0	0.0	1.0	0.0	1.0
Cd14	1.541931867	8.52422e-10	1.251308386	7.99356e-05	1.135403168	0.004950458	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cd163	0.0	1.0	0.0	1.0	0.0	1.0	-0.717798018	0.035397652	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cd164	0.0	1.0	0.0	1.0	0.356463889	0.04721648	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cd24	0.0	1.0	0.0	1.0	0.0	1.0	-0.630563948	0.009171117	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cd247	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	3.46910016	0.013327403	0.0	1.0	0.0	1.0
Cd276	0.0	1.0	0.0	1.0	0.0	1.0	0.550103453	0.00785798	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cd302	0.0	1.0	0.0	1.0	0.0	1.0	-0.615968369	0.000262689	0.0	1.0	-0.477057324	0.031437125	0.0	1.0	0.0	1.0	0.0	1.0
Cd36	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.127234754	0.037189784	0.0	1.0	0.0	1.0	0.0	1.0
Cd37	0.0	1.0	0.0	1.0	-1.039964705	0.012617631	-0.539584385	0.002159857	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cd44	1.317201442	0.011501768	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cd52	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.050867496	0.024307403	0.998231133	0.037842278	0.0	1.0	0.0	1.0	0.0	1.0
Cd55	0.776403877	0.01009641	0.870831725	0.002612077	0.805649568	0.023771579	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cd63	0.0	1.0	0.294982888	0.01707772	0.0	1.0	0.283965004	0.010407093	0.343821907	0.004919579	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cd72	0.0	1.0	0.0	1.0	0.0	1.0	-0.702464541	0.006386276	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cd74	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.666691729	0.043343495	0.794358116	0.013839804	0.0	1.0
Cd79a	0.0	1.0	0.0	1.0	0.0	1.0	-0.968628095	0.00135912	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cd79b	0.0	1.0	0.0	1.0	0.0	1.0	-0.669087545	0.007582524	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cd81	0.0	1.0	0.0	1.0	0.0	1.0	0.376984934	0.003541212	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cd99	0.0	1.0	0.0	1.0	0.0	1.0	0.353291247	0.019326068	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cdc20	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.865558505	0.018499707	0.0	1.0	0.0	1.0	0.0	1.0
Cdc42bpg	0.0	1.0	-1.291837953	0.020518113	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cdc42ep2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.165149637	0.015194764	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cdc6	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.069984753	0.033358963	0.0	1.0	0.0	1.0	0.0	1.0
Cdh1	0.0	1.0	0.0	1.0	0.0	1.0	-0.873946722	0.006691736	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cdh13	1.586929189	1.03283e-05	1.518193699	8.09188e-11	1.098504729	0.001745533	0.466856297	0.006782205	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cdh2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.886478276	0.035780231	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cdk1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.015063081	0.001693849	0.0	1.0	0.0	1.0	0.0	1.0
Cdk2ap2	0.0	1.0	0.0	1.0	0.0	1.0	-0.444268409	0.026118528	-0.519609238	0.020824129	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cdk4	0.0	1.0	0.0	1.0	0.0	1.0	0.373175803	0.041071849	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cdk5	0.0	1.0	0.0	1.0	0.0	1.0	0.739644762	0.000620092	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cdkn1a	0.842050831	0.014281271	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.539179833	0.036900322	0.0	1.0	0.0	1.0	0.0	1.0
Cdkn1c	0.0	1.0	0.0	1.0	0.0	1.0	0.835335001	0.000206618	0.848245093	0.001113228	0.0	1.0	0.0	1.0	0.95222602	0.003669675	0.0	1.0
Cdkn3	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.744067346	0.035755867	0.0	1.0	0.0	1.0	0.0	1.0
Cdo1	0.0	1.0	1.103295378	0.010070864	0.0	1.0	-0.933980005	0.000282721	0.0	1.0	-1.685674751	7.85129e-06	0.0	1.0	0.0	1.0	0.0	1.0
Cdr2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.566338054	0.018017486	0.0	1.0	0.0	1.0	0.0	1.0
Cebpa	0.0	1.0	0.0	1.0	0.0	1.0	-0.703296901	0.001869914	0.0	1.0	-0.893859335	0.002522075	0.0	1.0	0.0	1.0	0.0	1.0
Cemip	0.0	1.0	0.0	1.0	0.0	1.0	0.608724812	0.026066652	0.0	1.0	0.504807935	0.039014774	0.0	1.0	2.165294911	0.001965743	0.0	1.0
Cenpf	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.702421369	0.005236916	0.0	1.0	0.0	1.0	0.0	1.0
Cercam	0.0	1.0	0.0	1.0	0.0	1.0	0.358600039	0.030068214	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ces1d	0.0	1.0	0.0	1.0	0.0	1.0	-1.507297471	0.007055105	-1.642249506	0.008384515	-3.081779651	0.000319405	0.0	1.0	0.0	1.0	-1.65473984	8.20143e-09
Cfd	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.722416735	5.86081e-05	0.0	1.0	0.0	1.0	-1.040344787	0.044254914
Cfh	0.0	1.0	0.0	1.0	0.0	1.0	-0.275378337	0.018219239	0.0	1.0	0.0	1.0	0.0	1.0	0.847963415	0.01470381	0.0	1.0
Cgnl1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.602079379	0.024282635	0.0	1.0	0.0	1.0	0.0	1.0
Chad	-0.683120321	0.031067072	-0.517266733	6.90225e-05	0.0	1.0	-1.30391121	1.07205e-09	-1.451479164	1.5889000000000002e-33	-0.788220147	4.88083e-08	0.0	1.0	0.0	1.0	0.0	1.0
Chd3	0.0	1.0	0.0	1.0	0.0	1.0	0.613598507	8.94678e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Chi3l1	2.100505114	1.7563999999999998e-40	2.124196361	2.88689e-07	2.298624254	5.90198e-11	1.739573442	1.6256e-09	1.463765858	2.8129999999999998e-39	1.827447358	5.6078e-09	0.0	1.0	0.0	1.0	0.0	1.0
Chodl	0.0	1.0	0.0	1.0	0.0	1.0	-4.571821742	2.4007e-05	0.0	1.0	0.0	1.0	0.0	1.0	-2.111792535	0.039741173	0.0	1.0
Chpf	0.0	1.0	0.0	1.0	0.0	1.0	1.055729852	4.83516e-11	0.595045795	0.004012827	0.551567637	0.001693849	0.0	1.0	0.0	1.0	0.0	1.0
Chpf2	0.0	1.0	0.0	1.0	0.0	1.0	0.820084513	0.001190572	0.787671819	0.013512543	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Chrdl1	0.0	1.0	0.0	1.0	0.0	1.0	-0.957146522	0.023608366	0.0	1.0	-0.992362926	0.011960423	0.0	1.0	0.0	1.0	0.0	1.0
Chrdl2	0.0	1.0	0.0	1.0	0.0	1.0	-1.117045425	0.020304604	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Chsy1	1.327034931	1.30783e-10	1.135661985	6.8507e-09	1.115217515	8.06773e-07	0.572665595	0.01733542	0.680160267	0.004457039	0.719987371	0.001170807	0.0	1.0	0.0	1.0	0.0	1.0
Cidec	0.0	1.0	0.0	1.0	0.0	1.0	-1.502512319	1.78384e-06	0.0	1.0	-3.417178467	1.59873e-05	0.0	1.0	0.0	1.0	-1.603261236	0.044504132
Cilp	0.0	1.0	0.0	1.0	0.445514232	0.00398322	-1.390246599	1.24893e-06	-1.90393894	3.01608e-71	-0.738550767	1.73473e-06	0.0	1.0	0.0	1.0	0.0	1.0
Cilp2	0.0	1.0	0.0	1.0	0.0	1.0	-0.432501296	0.023825351	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cited2	-0.711427512	0.000123938	-0.632727346	0.000224982	-0.565880006	0.000588103	-0.495698702	0.001613754	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ckap4	0.0	1.0	0.0	1.0	0.0	1.0	0.82756311	1.67583e-10	0.821641815	4.65258e-06	0.434070107	0.025246913	0.0	1.0	0.0	1.0	0.0	1.0
Ckb	0.549897524	0.000893224	0.721598787	0.001841619	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cldn11	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.279024779	0.036571897	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Clec10a	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.904210665	0.003591584	0.0	1.0	0.0	1.0	0.0	1.0
Clec11a	0.0	1.0	0.0	1.0	0.0	1.0	0.847383437	0.008188576	1.136313141	3.57637e-09	0.730621224	7.43607e-06	0.0	1.0	1.057439567	0.003807133	0.0	1.0
Clec14a	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.713837366	0.000121088	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Clec1a	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.942338326	0.028047126	-0.995249162	0.006229846	0.0	1.0	0.0	1.0	0.0	1.0
Clec1b	0.0	1.0	0.0	1.0	0.0	1.0	-1.166398092	0.04533748	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Clec2dl1	1.266144494	0.002786462	1.670574041	5.37394e-09	2.076371629	8.65617e-05	1.563056683	5.29811e-13	1.418401999	1.42798e-09	1.089829806	7.20876e-10	0.0	1.0	1.51623947	0.002226272	0.0	1.0
Clec2g	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.551341502	0.013444769	0.0	1.0	0.0	1.0	0.0	1.0
Clec3a	0.0	1.0	0.0	1.0	0.0	1.0	-1.353594642	2.4076000000000003e-25	-1.667048532	1.15899e-32	-0.60681569	5.47875e-05	0.0	1.0	0.0	1.0	0.0	1.0
Clec7a	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.256487873	0.029780294	0.0	1.0
Clic2	0.0	1.0	0.922984333	0.038333411	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Clic5	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.980539435	0.00896991	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Clmp	0.0	1.0	0.0	1.0	0.0	1.0	0.7548823	1.04019e-06	0.913988609	2.37152e-09	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Clu	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.323628799	0.037834266	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cma1	0.0	1.0	0.0	1.0	0.0	1.0	-1.178595279	0.000293398	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cmip	0.6957996	0.043534737	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cmklr1	0.0	1.0	0.8244615	0.00213038	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cmpk1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.496037688	0.030836521	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cmpk2	0.0	1.0	0.0	1.0	0.0	1.0	-0.9454765	0.048649361	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Cmtm3	0.0	1.0	0.0	1.0	0.0	1.0	0.715371931	2.20024e-06	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
