#Transcriptomic changes in joint tissues during the development of osteoarthritis (OA) are of interest for the discovery of biomarkers and mechanisms of disease. The objective of this study was to use the rat medial meniscus transection (MMT) model to discover stage and tissue-specific transcriptomic changes. Sham or MMT surgeries were performed in mature rats. Cartilage, menisci and synovium were scored for histopathological changes at 2, 4 and 6 weeks post-surgery and processed for RNA-sequencing. Differentially expressed genes (DEG) were used to identify pathways and mechanisms. Published transcriptomic datasets from animal models and human OA were used to confirm and extend present findings. The total number of DEGs was already high at 2 weeks (723 in meniscus), followed by cartilage (259) and synovium (42) and declined to varying degrees in meniscus and synovium but increased in cartilage at 6 weeks. The most upregulated genes included tenascins. The 'response to mechanical stimulus' and extracellular matrix-related pathways were enriched in both cartilage and meniscus. Pathways that were enriched in synovium at 4 weeks indicate processes related to synovial hyperplasia and fibrosis. Synovium also showed upregulation of IL-11 and several MMPs. The mechanical stimulus pathway included upregulation of the mechanoreceptors PIEZO1, PIEZO2 and TRPV4 and nerve growth factor. Analysis of data from prior RNA-sequencing studies of animal models and human OA support these findings. These results indicate several shared pathways that are affected during OA in cartilage and meniscus and support the role of mechanotransduction and other pathways in OA pathogenesis.
gene	cartilage 2-week	cartilage 2-week p-value	cartilage 4-week	cartilage 4-week p-value	cartilage 6-week	cartilage 6-week p-value	meniscus 2-week	meniscus 2-week p-value	meniscus 4-week	meniscus 4-week p-value	meniscus 6-week	meniscus 6-week p-value	synovium 2-week	synovium 2-week p-value	synovium 4-week	synovium 4-week p-value	synovium 6-week	synovium 6-week p-value
Epb42	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.863396329	0.039820399	0.0	1.0	0.0	1.0	0.0	1.0
Epha5	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.970178318	0.015195995	0.0	1.0	0.0	1.0	0.0	1.0
Ephb3	0.0	1.0	0.0	1.0	0.0	1.0	1.178492779	0.025968693	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ephx1	0.0	1.0	0.0	1.0	0.0	1.0	-0.98663676	0.008822911	-0.990708255	0.016749802	0.0	1.0	0.0	1.0	-0.720931484	0.029780294	0.0	1.0
Epn2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.72058622	0.013398149	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Eprs	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.385438367	0.032839392	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Eps8	0.0	1.0	0.620840986	0.00473472	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Eps8l2	0.0	1.0	0.0	1.0	0.377700999	0.029721305	0.0	1.0	-1.164147074	3.85172e-07	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Ero1l	0.676497599	0.001064844	0.704644468	0.001127959	0.743399091	6.84092e-06	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Erp44	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.529759895	0.014518693	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Errfi1	1.378368038	6.85806e-11	1.13209248	4.90278e-09	0.775991623	5.11071e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Esam	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.528002162	0.046085328	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Etfb	0.0	1.0	0.0	1.0	-0.638059113	0.032362292	0.0	1.0	0.0	1.0	-0.484890167	0.018499707	0.0	1.0	0.0	1.0	0.0	1.0
Etv1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.537305682	0.022763694	-0.62859306	0.004492824	0.0	1.0	0.0	1.0	0.0	1.0
Eva1b	0.0	1.0	0.0	1.0	0.0	1.0	0.507376523	0.000479062	0.433081871	0.008803022	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Exo5	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.989189668	0.048462176	0.0	1.0	0.0	1.0	0.0	1.0
Exoc6	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.896889766	0.049614507	0.0	1.0
Ext1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.459581324	0.046085328	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
F13a1	-0.556268153	0.026064113	-0.705588701	7.09187e-07	0.0	1.0	-0.954425614	2.16262e-08	-0.691006374	0.001843334	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
F3	3.731563026	4.91956e-10	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.13878932	0.002850684	0.0	1.0	0.0	1.0	0.0	1.0
F5	0.936386787	0.004282207	0.814605628	0.023640197	0.754947869	0.012368112	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fabp4	0.0	1.0	0.0	1.0	0.0	1.0	-1.173491873	0.017256872	-1.209421416	0.035938723	-1.872046202	5.34651e-06	0.0	1.0	0.0	1.0	-0.990420122	8.74667e-07
Fabp5	0.0	1.0	0.949596151	0.000653925	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Faim3	0.0	1.0	0.0	1.0	0.0	1.0	-0.901480847	0.002311588	-0.910288121	0.00760849	0.0	1.0	-0.992755648	0.014694593	0.0	1.0	0.0	1.0
Fam101b	0.0	1.0	0.0	1.0	0.0	1.0	0.759360213	1.69121e-07	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fam114a1	0.0	1.0	0.0	1.0	0.549798663	0.032019826	0.796280025	0.001455466	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fam124a	0.0	1.0	0.0	1.0	0.0	1.0	-1.374293859	8.60722e-07	-1.401462924	5.35059e-08	-1.067930903	3.43911e-05	-0.861619349	0.004619246	0.0	1.0	0.0	1.0
Fam129c	0.0	1.0	0.0	1.0	0.0	1.0	-1.062845029	0.007969153	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fam162a	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.429521026	0.011107874	0.0	1.0	0.0	1.0	0.0	1.0
Fam180a	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.897322055	0.005404528	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fam198b	0.0	1.0	0.0	1.0	0.0	1.0	0.936478118	2.45829e-05	0.998079432	0.000121088	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fam20a	0.0	1.0	0.0	1.0	0.0	1.0	-0.837419217	0.029144127	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fam210b	0.0	1.0	0.0	1.0	0.0	1.0	-1.198368786	0.037018337	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fam212b	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.38240316	0.002851639	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fam213a	0.0	1.0	0.0	1.0	0.0	1.0	-0.785538143	0.014688479	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fam25a	2.920681579	0.000185017	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fam46a	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.495788202	0.010620403	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fam89b	0.0	1.0	0.0	1.0	0.0	1.0	0.373786139	0.046218984	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fasn	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.842868677	0.000680752	0.0	1.0	0.0	1.0	-1.030760828	0.001298355
Fat1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.445958974	0.049576035	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fat4	0.0	1.0	0.0	1.0	0.0	1.0	1.827204838	0.015812273	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fblim1	0.0	1.0	0.0	1.0	0.0	1.0	0.923236003	0.004499865	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fbln1	-1.32934248	2.52482e-12	-1.115507197	7.18065e-08	-0.729453677	0.010055284	0.0	1.0	-0.909635824	0.014476942	-0.770148988	0.038411644	0.0	1.0	0.0	1.0	0.0	1.0
Fbn1	0.0	1.0	0.0	1.0	0.0	1.0	0.381511319	0.017257949	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fbn2	0.0	1.0	0.0	1.0	0.0	1.0	5.332740631	5.63871e-14	5.004131244	6.23486e-14	3.584138403	6.38473e-08	0.0	1.0	0.0	1.0	0.0	1.0
Fbp2	-0.688529553	0.028514366	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fdps	0.456319966	0.04729293	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fermt1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.400943806	0.049507818	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fermt2	0.436857984	0.004851939	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fgd5	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.67208971	0.039775842	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fgf1	1.653250816	0.000783757	0.0	1.0	0.0	1.0	-1.264636942	0.011357928	-1.369490175	0.005404528	0.0	1.0	0.0	1.0	-0.957244759	0.049614507	0.0	1.0
Fgf10	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.710670059	0.018512163	0.0	1.0	0.0	1.0	0.0	1.0
Fgfr2	-0.566414109	0.019637084	-0.670048708	3.05239e-07	-0.429519049	0.023950722	-0.595079069	0.00514952	-0.531919815	0.046085328	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fgl2	0.0	1.0	0.0	1.0	0.0	1.0	-0.517738355	0.000679143	-0.70962197	1.43059e-05	-0.486035044	0.002984986	0.0	1.0	0.0	1.0	0.0	1.0
Fhl3	0.0	1.0	0.0	1.0	0.0	1.0	0.959264739	0.001318971	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fhod3	0.0	1.0	0.0	1.0	0.0	1.0	1.787695336	0.003660454	1.481246572	0.024235894	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fitm2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.691931497	0.027094786	0.0	1.0	0.0	1.0	-0.728921332	0.001965743	0.0	1.0
Fkbp10	0.0	1.0	0.0	1.0	0.0	1.0	0.528152137	0.000143608	0.621378762	0.000103976	0.462642913	0.004103278	0.0	1.0	0.586858166	0.038140794	0.0	1.0
Fkbp11	0.0	1.0	0.0	1.0	0.0	1.0	0.556647259	0.000312092	0.516132881	0.00920384	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fkbp1a	0.0	1.0	0.0	1.0	0.0	1.0	0.345168803	0.043655826	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Flnc	0.0	1.0	0.0	1.0	0.0	1.0	1.154357382	1.97105e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fmn1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.809290907	0.01597224	0.0	1.0	0.0	1.0	0.0	1.0
Fmo2	0.0	1.0	0.0	1.0	0.0	1.0	-1.518041571	0.02076795	-1.921351191	0.011191747	-1.485844611	0.026252102	0.0	1.0	0.0	1.0	0.0	1.0
Fmod	0.0	1.0	0.47004188	0.000249266	0.646606876	3.39353e-06	0.0	1.0	0.0	1.0	0.421646503	0.004994518	0.0	1.0	0.0	1.0	0.0	1.0
Fn1	1.247634074	3.34388e-09	1.261512641	3.05983e-07	1.360778558	8.48564e-25	0.648002892	5.85845e-09	0.0	1.0	0.394417489	0.006111402	0.0	1.0	0.0	1.0	0.0	1.0
Fndc1	0.0	1.0	1.531073036	0.048772165	0.0	1.0	1.98625523	1.55279e-12	1.585488952	8.12127e-06	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fnip1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.71104557	0.004655715	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fos	1.211869674	0.002253954	0.0	1.0	1.412239431	0.009774917	0.0	1.0	0.0	1.0	0.497730438	0.034067284	0.0	1.0	0.0	1.0	0.0	1.0
Foxa2	0.0	1.0	0.0	1.0	0.0	1.0	-2.038884511	0.031906918	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Foxp1	0.0	1.0	0.0	1.0	0.0	1.0	0.7348747	1.18698e-08	0.396910677	0.016690923	0.409911993	0.007589265	0.0	1.0	0.0	1.0	0.0	1.0
Frmd4b	0.955976062	0.028683551	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Frmd6	0.0	1.0	0.0	1.0	0.0	1.0	0.482148374	0.012237062	0.473138459	0.028322461	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Frzb	-0.959638966	3.22299e-06	-0.749554729	3.25221e-07	-0.853183687	9.64018e-06	-1.441532988	1.88335e-18	-1.519578997	0.000199906	-0.956047272	7.43549e-07	0.0	1.0	0.0	1.0	0.0	1.0
Fst	0.0	1.0	0.0	1.0	0.0	1.0	-1.205258206	0.000265347	-1.719355861	7.2301e-12	-1.393389265	1.33316e-09	0.0	1.0	0.0	1.0	0.0	1.0
Fstl1	0.0	1.0	0.517185393	0.001813092	0.0	1.0	0.678550217	5.59732e-09	0.53407584	0.005404528	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fstl3	0.0	1.0	0.595744534	0.04318777	0.0	1.0	1.158269574	1.07119e-05	0.0	1.0	0.757338292	0.017361282	0.0	1.0	0.0	1.0	0.0	1.0
Fth1	0.0	1.0	0.33705098	0.008407242	0.389325349	0.009122856	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fuca1	0.0	1.0	0.353597821	0.047305011	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Furin	0.0	1.0	0.0	1.0	0.49535605	0.012518136	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fxyd1	-0.713819749	3.90353e-07	-0.601407555	1.87768e-05	-0.457661196	0.029515231	-0.494521864	1.4822e-05	-0.491301654	0.000297953	-0.508799637	0.001773532	0.0	1.0	0.0	1.0	0.0	1.0
Fxyd2	1.539934491	8.40984e-07	1.417149144	1.97708e-07	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fxyd3	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.605906233	0.001770354	-1.285775703	0.000347774	0.0	1.0	0.0	1.0	0.0	1.0
Fxyd5	0.0	1.0	0.432027475	0.003286978	0.637456332	0.000777929	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fzd1	0.0	1.0	0.0	1.0	0.0	1.0	0.871373297	0.011741504	0.928798635	0.011100142	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fzd2	0.0	1.0	0.0	1.0	0.0	1.0	1.114367469	2.08024e-07	0.656731737	0.005191733	0.0	1.0	0.0	1.0	0.629103308	0.026406233	0.0	1.0
Fzd4	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.827891513	0.000112981	0.0	1.0	0.0	1.0	-0.518026351	0.047832851
Fzd6	0.0	1.0	0.0	1.0	0.0	1.0	0.739393457	0.001290986	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Fzd9	0.0	1.0	0.0	1.0	0.0	1.0	-1.104631488	0.025277694	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
G0s2	0.0	1.0	0.0	1.0	0.0	1.0	-1.59264593	2.83691e-09	-1.944325024	0.008201938	-2.242191912	4.3024e-06	0.0	1.0	0.0	1.0	0.0	1.0
Gadd45a	0.0	1.0	0.0	1.0	0.0	1.0	0.781703154	3.66452e-06	0.994182419	1.19963e-06	0.0	1.0	0.873675778	0.014694593	0.0	1.0	0.0	1.0
Galnt1	0.0	1.0	0.0	1.0	0.0	1.0	0.942728503	0.046218984	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Galnt15	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.343437086	0.047340186	0.0	1.0	0.0	1.0	0.0	1.0
Galnt16	0.0	1.0	1.297104082	0.04313824	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Galnt18	0.0	1.0	0.0	1.0	0.0	1.0	-0.594189815	0.037018337	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Galnt2	0.49439347	0.00196264	0.0	1.0	0.432248758	0.010211687	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Galnt7	0.0	1.0	0.492794135	0.038097581	0.454306315	0.04902522	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gap43	0.0	1.0	0.0	1.0	0.0	1.0	1.137037174	0.017030188	1.237396822	0.049967221	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gapdh	0.0	1.0	0.0	1.0	0.531698909	2.46498e-06	0.425261527	0.007615606	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gars	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.607430712	0.003385534	0.586915836	0.003656902	0.0	1.0	0.0	1.0	0.0	1.0
Gas2	0.0	1.0	0.0	1.0	0.0	1.0	2.524952161	0.007650585	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gas6	0.0	1.0	0.0	1.0	0.0	1.0	0.803395955	6.04769e-10	0.761658053	2.05167e-07	0.621714263	6.64491e-06	0.0	1.0	0.926924829	0.002171915	0.761015059	0.015805896
Gch1	0.0	1.0	0.0	1.0	1.006937007	0.017192641	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gchfr	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.203561977	0.020584173	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gdf10	0.0	1.0	-0.621305579	0.031820138	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gdf11	0.0	1.0	0.0	1.0	0.0	1.0	0.993463822	0.000869838	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gdf6	2.090586096	0.009457198	1.948605383	0.001752315	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gfap	2.104007418	0.024558382	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gfra1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.840666608	0.047025578	0.0	1.0	1.218054405	0.015318341	0.0	1.0	0.0	1.0
Ghr	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.503175978	5.6671e-09	0.0	1.0	0.0	1.0	-0.746440793	0.000386906
Gimap4	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.812739187	0.020824129	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gimap7	0.0	1.0	0.0	1.0	0.0	1.0	-1.009536071	0.049388673	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gimap9	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.725465976	0.037189784	0.0	1.0	0.0	1.0	0.0	1.0
Gja1	1.549677255	9.25753e-38	1.283642955	1.6523599999999997e-20	1.138462195	5.81934e-10	1.207186956	1.43193e-16	1.400246591	9.06735e-25	1.03898366	1.76016e-16	0.0	1.0	1.008191071	0.000190544	0.722877029	0.017186239
Gli1	0.0	1.0	0.0	1.0	-0.937723395	0.017097271	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Glmp	0.0	1.0	0.0	1.0	0.0	1.0	0.381699914	0.03732528	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gltscr2	0.0	1.0	-0.369708232	0.042239906	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gm2a	0.0	1.0	0.0	1.0	-0.660187736	0.031890836	0.0	1.0	0.0	1.0	-0.465002166	0.005822227	0.0	1.0	0.0	1.0	0.0	1.0
Gnas	0.0	1.0	0.0	1.0	0.0	1.0	0.51208651	0.000895959	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gne	0.0	1.0	0.0	1.0	0.42578694	0.032149132	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gnpat	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.978465091	0.043779675	0.0	1.0
Gnpnat1	0.0	1.0	0.538997364	0.030006213	0.65109272	0.013339972	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Golga5	0.0	1.0	0.0	1.0	0.0	1.0	0.683603606	0.013819197	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Golph3	0.412052178	0.040319113	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gpc1	0.0	1.0	0.0	1.0	0.0	1.0	1.010275615	2.05977e-10	0.867744027	1.36781e-07	0.516882736	0.001642701	0.0	1.0	0.0	1.0	0.0	1.0
Gpc4	0.0	1.0	0.0	1.0	0.814784753	0.032102947	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gpd1	0.0	1.0	0.0	1.0	0.0	1.0	-1.421115215	0.001058566	0.0	1.0	-2.428693243	7.80239e-09	0.0	1.0	0.0	1.0	-1.133049945	4.81013e-05
Gpi	0.0	1.0	0.0	1.0	0.314689561	0.035800011	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gpihbp1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.028021488	0.014476942	-1.041590773	0.010592076	0.0	1.0	-0.806039195	0.000474375	0.0	1.0
Gpld1	0.0	1.0	0.0	1.0	-1.066519328	7.70397e-05	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gpm6b	0.0	1.0	0.0	1.0	0.0	1.0	0.747122514	2.49003e-06	0.849869551	1.60664e-06	0.726787342	0.000946475	0.999796025	0.0258396	1.051012023	0.000347223	0.0	1.0
Gpnmb	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.512243817	0.003747388	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gpr171	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.714925523	0.015830485	0.0	1.0	0.0	1.0	0.0	1.0
Gprc5a	2.211134379	4.14628e-06	1.584876577	2.4165e-05	1.707636241	0.000210925	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gprc5b	0.0	1.0	0.0	1.0	0.0	1.0	-0.877478698	0.01158054	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gpt	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.020330168	0.01924484	-1.226161835	0.016286203	0.0	1.0	0.0	1.0	0.0	1.0
Gpx7	0.0	1.0	0.0	1.0	0.0	1.0	0.578175797	0.014846379	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gpx8	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.426465607	0.04405892	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Grb10	0.0	1.0	0.0	1.0	0.0	1.0	0.934868299	5.69026e-12	0.665150794	0.000855754	0.42293667	0.010383004	0.0	1.0	0.0	1.0	0.0	1.0
Grem1	-1.562676186	4.31673e-10	-0.734154882	4.90278e-09	0.0	1.0	-1.947633782	1.9929199999999999e-22	-2.065207419	5.54393e-16	-1.274310569	9.40578e-12	0.0	1.0	0.0	1.0	0.0	1.0
Grhpr	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-0.920456542	0.035176338	0.0	1.0	0.0	1.0	0.0	1.0
Gria2	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	-1.936545682	0.004457039	-2.20566269	5.40582e-05	0.0	1.0	0.0	1.0	0.0	1.0
Grifin	0.0	1.0	0.0	1.0	0.0	1.0	-1.726936725	0.016410916	0.0	1.0	-2.111827042	0.000254625	0.0	1.0	0.0	1.0	0.0	1.0
Gsn	-0.940367042	1.01088e-06	-0.747541699	1.74828e-12	-0.575502989	6.50267e-05	-2.254877094	6.39868e-71	-1.894102078	1.0884e-17	-1.904007397	1.0267e-15	-1.208692568	2.34493e-08	0.0	1.0	0.0	1.0
Gsta1	0.0	1.0	0.0	1.0	0.0	1.0	-1.290448993	3.85684e-05	0.0	1.0	-1.414499374	1.0535e-06	0.0	1.0	0.0	1.0	0.0	1.0
Gstm7	0.0	1.0	0.0	1.0	0.0	1.0	-0.816209536	0.006783984	0.0	1.0	-1.317475728	0.000316951	0.0	1.0	0.0	1.0	0.0	1.0
Gstp1	-0.531305001	0.011501768	-0.336881043	0.025875594	0.0	1.0	-0.375086869	0.004544205	0.0	1.0	-0.433485639	0.002793628	0.0	1.0	0.0	1.0	0.0	1.0
Gstt3	0.0	1.0	0.0	1.0	-1.233535213	0.044580639	-1.016876568	3.75026e-05	-0.978955727	0.005538593	-1.337542239	8.15551e-10	0.0	1.0	0.0	1.0	0.0	1.0
Gtf2ird1	0.0	1.0	0.0	1.0	0.0	1.0	1.099686761	0.031087937	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
Gucy1a3	0.0	1.0	0.0	1.0	0.0	1.0	-0.545818115	0.015246077	-0.721935911	0.00193655	-0.528629202	0.046080564	0.0	1.0	0.0	1.0	0.0	1.0
Gxylt2	0.0	1.0	0.0	1.0	0.0	1.0	2.270387196	5.99761e-07	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
