Element	actin cytoskeleton reorganization	angiogenesis	apoptotic cell clearance	apoptotic process	cell motility	cytokine production involved in inflammatory response	endothelial cell proliferation	epithelium regeneration	establishment of cell polarity	fatty acid synthesis	fibroblast migration	gluconeogenese	glycogen synthesis	glycolysis	ketogenic acid synthesis	leukotriene synthesis	lipoxin synthesis	m1 phenotype and behavior	m2 phenotype and behavior	macrophage differentiation	maresin synthesis	monocyte extravasation	myeloid dendritic cell differentiation	natural killer cell chemotaxis	neutrophil chemotaxis	neutrophil extravasation	p38mapk cascade	phagocytosis, engulfment	platelet activation	platelet degranulation	pmn infiltration	positive regulation of acute inflammatory response	positive regulation of vascular permeability	prostaglandin synthesis	protectin synthesis	reactive oxygen species metabolic process	resolvin synthesis	response to endoplasmic reticulum stress	thromboxan synthesis	vasoconstriction	vasodilation
m26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0
m16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0
m54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0
m55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	4	0	0
m56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	4	0	5	0	0
m62	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	6	0	0	0	1	6	0	0
m27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	20	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	20	17	0	23	0	14	0	0
m25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0
m24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	7	0	6	0	0
m23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	0	0
m70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0
m67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	5	0	2	0	0
m68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	4	0	1	0	0
m111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	4	0	1	0	0
m71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0
m64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	0	1	0	0
m65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	0	1	0	0
m110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3	0	1	0	0
m61	0	0	6	2	0	6	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	2	0	0	6	6	0	6	0	0	6	0	0	5	0	0	0	2	5	0	0
m15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	11	0	1	0	0
m35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0
m58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	0	3	0	0
m59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	0	3	0	0
m34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0
m32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0
m22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
m33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
m14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
m13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
m4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0
m29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0
m20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	8	0	0	0	0	0	0	0	7	7	0	0	7	7	8	0	8	0	7	7	7
m21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0
m19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	13	10	0	16	0	7	0	0
m28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0
m18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0
m17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0
m50	0	0	5	5	0	1	0	0	0	0	0	0	0	0	0	4	3	2	5	0	0	0	0	0	0	5	0	1	0	0	0	7	0	4	0	2	3	2	4	0	0
m31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
m30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0
m52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	2	0	3	0	0
m12	0	55	58	60	0	56	55	55	0	0	55	0	0	0	0	0	0	0	55	53	0	53	53	0	0	53	0	56	56	56	0	0	55	0	0	0	0	0	0	56	56
m11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0
m10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	3	0	0	0	0	3	2	2
m79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	3	7	0	0	0	0	7	3	3
m9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	1	1	0	4	3	0	0	4	3	0	0	0	0	3	4	4
m2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	5	5	0	0	0	0	5	5	5
m40	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	4	4	0	1	0	0	0	0	0	5	5	0	5	0	0	5	0	0	4	0	1	0	1	3	0	0
m39	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	6	6	0	6	0	0	6	0	0	4	0	0	0	0	4	0	0
m8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
m38	0	2	8	3	0	5	2	2	0	0	2	0	0	0	0	5	5	0	4	0	0	0	0	0	5	8	0	5	3	3	5	0	3	5	0	1	0	1	5	3	3
m36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	0
m43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
m41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0
m7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
m80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
m51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	2	0	3	0	0
m49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	1	2	1	3	0	0
m47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	1	1	0	3	3	0	0	3	4	0	0	0	0	4	3	3
m37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
m42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
m45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0
m46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0
m44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
m75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	11	0	0
m78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
m77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
m74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	12	0	12	0	0
m187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	1	4	1	2	0	0
m188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	4	0	2	0	0
m73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0
m1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
m5960	3	2	2	2	3	1	2	2	3	0	2	0	0	0	0	1	1	0	1	1	0	1	1	0	1	2	0	3	0	0	1	0	3	1	0	0	1	1	1	0	0
m1791	0	0	1	2	0	2	0	0	0	2	0	2	2	2	2	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	2	1	0	0
m1682	1	3	6	9	1	4	3	3	1	0	3	0	0	0	0	1	1	0	3	2	1	2	2	1	2	4	0	4	1	1	1	1	2	1	1	0	1	0	1	1	1
m1794	2	4	4	2	3	3	4	4	2	0	4	0	0	0	0	1	1	4	5	3	1	3	3	1	3	4	0	3	0	0	3	1	2	1	1	4	1	4	1	0	0
m1966	1	3	3	2	1	4	3	3	1	1	3	1	1	1	1	1	1	2	3	4	1	4	4	0	2	3	1	3	1	0	2	1	1	1	1	2	1	2	1	0	0
m3221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0
m249	9	16	74	80	18	71	16	16	9	1	16	1	1	1	1	4	5	73	82	69	3	71	69	9	64	72	2	63	7	5	59	60	14	5	3	73	3	78	4	5	5
m248	8	16	64	69	17	61	16	16	8	2	16	2	2	2	2	3	5	65	73	20	4	62	20	9	54	62	2	53	7	5	49	5	13	5	4	65	4	71	3	5	5
m1639	12	12	26	34	16	20	12	12	12	10	12	10	10	10	10	5	6	13	26	15	4	17	15	4	14	27	4	21	6	4	10	1	16	6	4	13	4	15	5	4	4
m2138	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0
m2139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0
m1204	2	4	10	121	2	6	4	4	2	0	4	0	0	0	0	2	2	6	11	4	1	7	4	0	3	9	0	6	3	3	3	2	5	2	1	6	1	8	2	3	3
m5827	2	3	4	3	2	4	3	3	2	0	3	0	0	0	0	1	1	4	5	4	1	4	4	0	2	4	1	2	2	1	2	0	3	1	1	4	1	4	1	1	1
m5687	4	3	4	9	4	1	3	3	4	1	3	1	1	1	1	1	1	4	6	7	1	7	7	0	1	4	1	3	4	3	1	0	7	1	1	4	1	4	1	3	3
m1716	0	1	2	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	2	0	1	0	0	1	1	0	1	1	1	1	1	1	0	0
m1729	0	4	6	6	0	5	4	4	0	1	4	1	1	1	1	2	2	3	6	2	2	3	2	0	3	6	0	5	2	2	3	1	2	2	2	3	2	3	2	2	2
m1746	1	0	0	3	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	2	0	2	2	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0
m4367	0	1	6	8	0	4	1	1	0	1	1	1	1	1	1	1	1	3	5	3	0	4	3	0	2	6	0	3	2	2	2	2	3	1	0	3	0	3	1	2	2
m4538	3	0	3	4	3	5	0	0	3	2	0	2	2	2	2	1	1	5	5	5	0	5	5	0	1	3	0	1	3	3	1	0	6	1	0	5	0	5	1	3	3
m4792	3	3	4	4	3	3	3	3	3	1	3	1	1	1	1	1	1	3	4	2	0	2	2	0	3	4	0	4	0	0	3	0	3	1	0	3	0	3	1	0	0
m5130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
m5534	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
m5575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
m5733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
m5603	0	1	2	6	1	3	1	1	0	0	1	0	0	0	0	1	1	3	4	1	0	2	1	0	3	2	0	2	1	1	2	1	2	1	0	3	0	3	1	1	1
m5947	2	0	1	0	2	1	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	2	1	2	1	0	1	0	2	1	0	0	0	0	1	0	0
m5601	1	4	6	7	1	6	4	4	1	1	4	1	1	1	1	1	1	3	4	3	0	6	3	0	3	4	0	4	0	0	2	3	1	1	0	3	0	6	1	0	0
m6572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
m5677	6	3	6	5	6	5	3	3	6	0	3	0	0	0	0	1	1	4	6	5	0	5	5	0	3	6	0	5	1	1	3	0	6	1	0	4	0	4	1	1	1
m4571	2	2	6	6	2	3	2	2	2	0	2	0	0	0	0	1	1	1	5	4	1	5	4	0	1	7	1	4	4	3	1	1	5	1	1	1	1	2	1	3	3
m1383	4	9	12	14	6	46	9	9	4	3	9	3	3	3	3	2	3	14	16	16	2	17	16	2	9	11	1	15	5	4	9	0	8	3	2	14	2	17	2	4	4
m1821	2	1	4	5	3	6	1	1	2	0	1	0	0	0	0	1	1	6	6	6	1	8	6	1	4	4	1	4	3	2	4	1	4	1	1	6	1	7	1	2	2
m241	1	5	20	18	3	7	5	5	1	0	5	0	0	0	0	2	3	22	25	16	3	16	16	2	2	20	0	5	3	3	2	1	3	3	3	22	3	22	2	3	3
m5964	3	2	2	2	3	1	2	2	3	0	2	0	0	0	0	1	1	2	3	1	1	1	1	0	2	2	0	3	3	3	1	0	5	1	1	2	1	2	1	3	3
m1769	0	1	4	5	0	3	1	1	0	1	1	1	1	1	1	1	1	2	4	3	1	4	3	0	0	4	0	1	1	1	0	0	1	1	1	2	1	3	1	1	1
m1770	2	5	9	9	3	11	5	5	2	0	5	0	0	0	0	2	2	7	9	8	1	10	8	1	7	9	0	8	2	2	7	1	4	2	1	7	1	9	2	2	2
m1762	6	5	7	7	8	7	5	5	6	0	5	0	0	0	0	1	1	9	9	11	1	12	11	2	7	8	3	12	4	2	5	0	8	1	1	9	1	11	1	2	2
m1690	2	2	5	8	2	7	2	2	2	1	2	1	1	1	1	1	2	2	3	5	2	7	5	0	3	4	0	6	2	2	3	1	4	2	2	2	2	4	1	2	2
m1108	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	1	1	2	2	12	1	12	12	0	1	2	0	1	0	0	1	1	0	1	1	2	1	2	1	0	0
m277	0	0	9	8	0	1	0	0	0	0	0	0	0	0	0	1	1	13	9	0	0	0	0	0	1	8	0	1	0	0	1	1	0	1	0	12	1	13	1	0	0
m1788	0	1	1	2	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	2	2	0	0	2	0	0	0	0	0	0	2	2
m361	50	1	1	2	50	2	1	1	50	0	1	0	0	0	0	0	0	1	2	3	0	3	3	0	0	1	0	2	1	1	0	0	50	0	0	1	0	1	0	1	1
m520	5	9	17	17	6	0	9	9	5	0	9	0	0	0	0	0	0	84	91	12	0	14	12	1	1	2	1	1	4	3	0	3	8	0	0	84	0	87	0	3	3
m1702	1	1	1	2	1	1	1	1	1	0	1	0	0	0	0	0	0	1	2	1	0	1	1	0	0	1	0	1	1	1	0	0	2	0	0	1	0	1	0	1	1
m1686	0	6	7	12	1	9	6	6	0	1	6	1	1	1	1	1	1	8	9	9	0	11	9	1	5	8	2	8	3	2	5	2	2	1	0	8	0	9	1	2	2
m507	5	8	39	14	10	37	8	8	5	1	8	1	1	1	1	0	0	41	44	10	0	11	10	6	32	37	0	35	2	2	32	2	7	0	0	41	0	44	0	2	2
m1656	0	1	2	3	0	1	1	1	0	0	1	0	0	0	0	0	0	3	4	3	0	3	3	0	0	2	0	1	2	2	0	0	2	0	0	3	0	3	0	2	2
m1683	1	2	7	9	1	5	2	2	1	1	2	1	1	1	1	1	1	4	8	3	0	4	3	0	3	7	0	5	1	1	3	3	2	1	0	4	0	4	1	1	1
m1712	0	2	3	6	0	5	2	2	0	2	2	2	2	2	2	0	0	4	5	5	0	6	5	0	2	3	1	4	3	2	2	0	2	0	0	4	0	4	0	2	2
m1715	1	4	5	3	2	5	4	4	1	0	4	0	0	0	0	0	0	4	5	4	0	4	4	1	4	5	0	5	1	1	4	0	2	0	0	4	0	4	0	1	1
m2190	0	1	2	2	0	2	1	1	0	0	1	0	0	0	0	0	0	1	2	1	0	1	1	0	0	2	0	2	1	1	0	1	1	0	0	1	0	1	0	1	1
m1655	0	1	2	2	0	1	1	1	0	1	1	1	1	1	1	0	0	1	3	2	0	2	2	0	0	2	0	1	1	1	0	0	1	0	0	1	0	1	0	1	1
m1932	0	3	4	5	1	5	3	3	0	1	3	1	1	1	1	0	0	4	5	2	0	2	2	1	2	4	1	5	2	1	2	1	1	0	0	4	0	4	0	1	1
m1430	2	7	25	10	3	0	7	7	2	1	7	1	1	1	1	1	1	3	6	5	0	6	5	1	5	25	0	0	2	2	0	1	4	1	0	3	0	4	1	2	2
m1958	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1
m1972	0	2	2	3	0	2	2	2	0	0	2	0	0	0	0	0	0	1	2	2	0	2	2	0	1	2	0	2	1	1	1	0	1	0	0	1	0	1	0	1	1
m1978	0	2	2	1	0	2	2	2	0	0	2	0	0	0	0	0	0	0	1	2	0	2	2	0	1	2	0	2	2	2	1	0	2	0	0	0	0	0	0	2	2
m1986	0	3	2	2	0	2	3	3	0	0	3	0	0	0	0	0	0	1	2	5	0	5	5	0	1	2	1	2	2	1	1	0	1	0	0	1	0	1	0	1	1
m1382	2	3	3	5	3	46	3	3	2	2	3	2	2	2	2	0	1	4	5	5	1	5	5	1	2	3	0	3	1	1	2	1	3	1	1	4	1	4	0	1	1
m1717	1	2	3	4	1	5	2	2	1	0	2	0	0	0	0	1	1	1	2	3	0	4	3	0	2	3	0	3	1	1	2	0	2	1	0	1	0	3	1	1	1
m1772	1	1	3	4	2	3	1	1	1	0	1	0	0	0	0	0	0	1	2	3	0	3	3	1	2	3	0	4	1	1	2	1	2	0	0	1	0	2	0	1	1
m1742	0	3	3	5	1	2	3	3	0	0	3	0	0	0	0	0	0	1	3	2	0	2	2	1	1	3	0	2	1	1	1	0	1	0	0	1	0	1	0	1	1
m1856	1	1	3	4	1	3	1	1	1	0	1	0	0	0	0	0	0	1	2	4	0	4	4	0	1	3	0	2	1	1	1	0	2	0	0	1	0	2	0	1	1
m1810	1	4	7	8	2	3	4	4	1	0	4	0	0	0	0	0	0	3	7	3	0	4	3	1	1	7	0	4	1	1	1	0	2	0	0	3	0	4	0	1	1
m1678	0	1	4	5	0	4	1	1	0	0	1	0	0	0	0	0	0	1	3	3	0	3	3	0	1	3	0	3	2	2	1	0	2	0	0	1	0	2	0	2	2
m1959	0	1	1	1	0	1	1	1	0	2	1	2	2	2	2	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1
m1961	0	2	4	5	0	4	2	2	0	0	2	0	0	0	0	0	0	3	4	2	0	3	2	0	3	4	0	4	1	1	3	0	1	0	0	3	0	3	0	1	1
m283	1	4	29	33	1	30	4	4	1	2	4	2	2	2	2	0	1	4	29	3	1	31	3	0	2	28	0	5	1	1	2	1	2	1	1	4	1	31	0	1	1
m2202	0	1	2	2	0	1	1	1	0	0	1	0	0	0	0	0	0	0	2	1	0	1	1	0	0	2	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1
m2095	1	2	4	2	1	3	2	2	1	0	2	0	0	0	0	0	0	3	4	2	0	2	2	0	2	4	0	3	1	1	2	0	2	0	0	3	0	3	0	1	1
m1658	2	3	7	8	2	4	3	3	2	3	3	3	3	3	3	0	0	3	8	4	0	5	4	0	2	7	1	3	2	1	2	2	3	0	0	3	0	3	0	1	1
m1659	2	2	6	6	3	1	2	2	2	2	2	2	2	2	2	0	0	1	7	2	0	2	2	1	1	6	1	1	2	1	0	1	3	0	0	1	0	1	0	1	1
m4501	0	2	2	1	0	2	2	2	0	0	2	0	0	0	0	0	0	1	2	1	0	1	1	0	1	2	0	2	1	1	1	0	1	0	0	1	0	1	0	1	1
m4870	2	2	4	5	2	1	2	2	2	2	2	2	2	2	2	0	0	3	5	7	0	7	7	0	1	4	0	2	3	3	0	1	5	0	0	3	0	3	0	3	3
m5462	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1
m5670	1	4	8	8	1	9	4	4	1	0	4	0	0	0	0	0	0	4	6	2	0	2	2	0	4	6	0	7	3	3	4	0	4	0	0	4	0	4	0	3	3
m5694	6	1	7	5	6	7	1	1	6	0	1	0	0	0	0	0	0	0	2	5	0	6	5	0	3	5	0	8	3	3	3	0	7	0	0	0	0	1	0	3	3
m6016	0	4	3	3	0	4	4	4	0	1	4	1	1	1	1	0	0	1	3	2	0	2	2	0	0	3	0	1	1	1	0	0	1	0	0	1	0	1	0	1	1
m5865	2	2	3	3	2	3	2	2	2	0	2	0	0	0	0	0	0	1	2	3	0	4	3	0	2	2	0	4	1	1	1	0	3	0	0	1	0	2	0	1	1
m5678	3	5	6	6	4	5	5	5	3	1	5	1	1	1	1	0	1	2	4	8	1	8	8	0	4	7	2	6	4	2	3	0	5	1	1	2	1	2	0	2	2
m5845	2	4	3	1	2	3	4	4	2	0	4	0	0	0	0	0	0	0	1	3	0	3	3	0	2	3	0	4	2	2	2	0	4	0	0	0	0	0	0	2	2
m5948	5	1	3	2	5	4	1	1	5	1	1	1	1	1	1	0	0	4	5	3	0	3	3	0	2	3	0	4	2	2	2	2	7	0	0	4	0	4	0	2	2
m5595	9	6	10	11	13	12	6	6	9	0	6	0	0	0	0	0	0	6	8	11	0	11	11	3	8	10	0	11	3	3	6	1	10	0	0	6	0	7	0	3	3
m6360	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1
m6862	0	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1
