Element	actin cytoskeleton reorganization	angiogenesis	apoptotic cell clearance	apoptotic process	cell motility	cytokine production involved in inflammatory response	endothelial cell proliferation	epithelium regeneration	establishment of cell polarity	fatty acid synthesis	fibroblast migration	gluconeogenese	glycogen synthesis	glycolysis	ketogenic acid synthesis	leukotriene synthesis	lipoxin synthesis	m1 phenotype and behavior	m2 phenotype and behavior	macrophage differentiation	maresin synthesis	monocyte extravasation	myeloid dendritic cell differentiation	natural killer cell chemotaxis	neutrophil chemotaxis	neutrophil extravasation	p38mapk cascade	phagocytosis, engulfment	platelet activation	platelet degranulation	pmn infiltration	positive regulation of acute inflammatory response	positive regulation of vascular permeability	prostaglandin synthesis	protectin synthesis	reactive oxygen species metabolic process	resolvin synthesis	response to endoplasmic reticulum stress	thromboxan synthesis	vasoconstriction	vasodilation
m274	0.2	0.5	0.2	0.25	0.25	0.333333333333333	0.333333333333333	0.25	0.2	0.125	0.333333333333333	0.2	0.2	0.2	0.142857142857143	0.1	0.2	0.5	0.333333333333333	0.25	0.2	0.25	0.2	0.333333333333333	0.25	0.25	0.25	0.25	0.2	0.5	0	0.5	0.333333333333333	0.25	0	0.2	0.2	0.333333333333333	0.25	0.25	0.25
m1048	0.142857142857143	0.166666666666667	0.142857142857143	0.2	0.142857142857143	0.2	0.142857142857143	0.166666666666667	0.142857142857143	0.0909090909090909	0.142857142857143	0.125	0.125	0.125	0.1	0.0909090909090909	0.111111111111111	0.166666666666667	0.142857142857143	0.142857142857143	0.111111111111111	0.166666666666667	0.125	0.142857142857143	0.166666666666667	0.166666666666667	0.166666666666667	0.142857142857143	0.142857142857143	0.166666666666667	0	0.142857142857143	0.166666666666667	0.142857142857143	0	0.111111111111111	0.111111111111111	0.142857142857143	0.125	0.125	0.125
m1185	0.125	0.142857142857143	0.125	0.166666666666667	0.125	0.166666666666667	0.125	0.142857142857143	0.125	0.0833333333333333	0.125	0.111111111111111	0.111111111111111	0.111111111111111	0.0909090909090909	0.0833333333333333	0.1	0.142857142857143	0.125	0.125	0.1	0.142857142857143	0.111111111111111	0.125	0.142857142857143	0.142857142857143	0.142857142857143	0.125	0.125	0.142857142857143	0	0.125	0.142857142857143	0.125	0	0.1	0.1	0.125	0.111111111111111	0.111111111111111	0.111111111111111
m1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m315	0.166666666666667	0.25	0.2	0.2	0.2	0.2	0.2	0.25	0.166666666666667	0.0909090909090909	0.2	0.2	0.166666666666667	0.2	0.125	0.1	0.125	0.142857142857143	0.166666666666667	0.25	0.142857142857143	0.2	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.2	0.166666666666667	0.333333333333333	0	0.2	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.25	0.166666666666667	0.2	0.2
m316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m496	0.25	0.25	0.2	0.2	0.25	0.5	0.2	0.2	0.25	0.1	0.2	0.142857142857143	0.142857142857143	0.142857142857143	0.111111111111111	0.0833333333333333	0.25	0.5	0.5	0.333333333333333	0.25	0.333333333333333	0.2	0.25	0.333333333333333	0.333333333333333	0.333333333333333	0.25	0.25	0.25	0	0.25	0.25	0.25	0	0.142857142857143	0.25	0.333333333333333	0.25	0.166666666666667	0.166666666666667
m497	0.2	0.333333333333333	0.2	0.25	0.25	0.25	0.25	0.25	0.2	0.1	0.333333333333333	0.2	0.166666666666667	0.2	0.142857142857143	0.1	0.25	1	0.5	0.2	0.25	0.25	0.166666666666667	0.166666666666667	0.2	0.25	0.2	0.25	0.2	0.25	0	0.25	0.333333333333333	0.333333333333333	0	0.166666666666667	0.25	0.25	0.333333333333333	0.2	0.2
m610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m276	0.2	0.333333333333333	0.2	0.2	0.2	0.25	0.25	0.25	0.166666666666667	0.111111111111111	0.25	0.2	0.166666666666667	0.166666666666667	0.125	0.1	0.125	0.2	0.166666666666667	0.2	0.142857142857143	0.2	0.166666666666667	0.166666666666667	0.2	0.2	0.2	0.2	0.166666666666667	0.333333333333333	0	0.333333333333333	0.25	0.166666666666667	0	0.166666666666667	0.142857142857143	0.25	0.166666666666667	0.2	0.2
m464	0.25	0.333333333333333	0.2	0.25	0.25	0.5	0.25	0.25	0.25	0.1	0.2	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.0909090909090909	0.166666666666667	0.333333333333333	0.25	0.25	0.166666666666667	0.333333333333333	0.2	0.25	0.333333333333333	0.333333333333333	0.333333333333333	0.25	0.25	0.25	0	0.25	0.2	0.25	0	0.166666666666667	0.166666666666667	0.2	0.2	0.166666666666667	0.166666666666667
m816	0.166666666666667	0.25	0.166666666666667	0.25	0.2	0.166666666666667	0.2	0.2	0.166666666666667	0.0909090909090909	0.2	0.166666666666667	0.166666666666667	0.142857142857143	0.111111111111111	0.0909090909090909	0.125	0.142857142857143	0.166666666666667	0.166666666666667	0.125	0.166666666666667	0.142857142857143	0.125	0.166666666666667	0.142857142857143	0.166666666666667	0.2	0.2	0.333333333333333	0	0.166666666666667	0.2	0.166666666666667	0	0.2	0.125	0.2	0.166666666666667	0.2	0.2
m301	0.25	0.5	0.5	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.333333333333333	0.25	0.111111111111111	0.5	0.25	0.2	0.25	0.166666666666667	0.111111111111111	0.333333333333333	0.25	1	0.25	0.333333333333333	0.333333333333333	0.2	0.2	0.25	0.333333333333333	0.25	1	0.25	0.333333333333333	0	0.25	0.333333333333333	0.25	0	0.2	0.333333333333333	0.333333333333333	0.166666666666667	0.25	0.25
m163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1511	0.166666666666667	0.2	0.166666666666667	0.25	0.166666666666667	0.2	0.166666666666667	0.2	0.166666666666667	0.0909090909090909	0.2	0.166666666666667	0.142857142857143	0.166666666666667	0.125	0.1	0.125	0.142857142857143	0.142857142857143	0.2	0.142857142857143	0.166666666666667	0.142857142857143	0.125	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0	0.2	0.166666666666667	0.166666666666667	0	0.142857142857143	0.125	0.2	0.125	0.142857142857143	0.142857142857143
m181	0.2	0.333333333333333	0.2	0.25	0.2	0.25	0.25	0.5	0.2	0.111111111111111	0.25	0.2	0.2	0.25	0.142857142857143	0.1	0.142857142857143	0.166666666666667	0.2	0.2	0.166666666666667	0.25	0.2	0.142857142857143	0.2	0.2	0.25	0.2	0.2	0.25	0	0.25	1	0.2	0	0.2	0.166666666666667	0.25	0.142857142857143	0.2	0.2
m190	0.25	0.333333333333333	0.5	0.2	0.25	0.25	0.25	0.25	0.25	0.111111111111111	0.25	0.2	0.166666666666667	0.25	0.125	0.111111111111111	0.25	0.333333333333333	0.5	0.25	0.25	0.25	0.166666666666667	0.166666666666667	0.25	0.25	0.2	0.25	0.2	0.333333333333333	0	0.333333333333333	0.25	0.333333333333333	0	0.2	0.25	0.333333333333333	0.2	0.2	0.2
m314	0.142857142857143	0.2	0.142857142857143	0.25	0.142857142857143	0.166666666666667	0.166666666666667	0.166666666666667	0.142857142857143	0.0909090909090909	0.166666666666667	0.142857142857143	0.142857142857143	0.142857142857143	0.1	0.0909090909090909	0.111111111111111	0.125	0.125	0.142857142857143	0.111111111111111	0.142857142857143	0.125	0.111111111111111	0.142857142857143	0.125	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0	0.166666666666667	0.142857142857143	0.142857142857143	0	0.125	0.111111111111111	0.142857142857143	0.111111111111111	0.125	0.125
m1049	0.142857142857143	0.2	0.2	1	0.142857142857143	0.166666666666667	0.166666666666667	0.166666666666667	0.142857142857143	0.0909090909090909	0.166666666666667	0.142857142857143	0.142857142857143	0.142857142857143	0.1	0.0909090909090909	0.125	0.166666666666667	0.166666666666667	0.166666666666667	0.125	0.166666666666667	0.142857142857143	0.125	0.142857142857143	0.142857142857143	0.166666666666667	0.142857142857143	0.142857142857143	0.166666666666667	0	0.166666666666667	0.142857142857143	0.142857142857143	0	0.125	0.125	0.166666666666667	0.125	0.125	0.125
m1513	0.125	0.142857142857143	0.125	0.142857142857143	0.125	0.125	0.125	0.125	0.125	0.0833333333333333	0.142857142857143	0.125	0.125	0.111111111111111	0.1	0.0714285714285714	0.0909090909090909	0.111111111111111	0.111111111111111	0.166666666666667	0.1	0.125	0.1	0.1	0.125	0.111111111111111	0.111111111111111	0.142857142857143	0.125	0.166666666666667	0	0.142857142857143	0.125	0.111111111111111	0	0.111111111111111	0.0909090909090909	0.142857142857143	0.111111111111111	0.125	0.125
m410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m305	0.25	0.333333333333333	0.25	1	0.25	0.333333333333333	0.25	0.333333333333333	0.2	0.111111111111111	0.333333333333333	0.25	0.25	0.25	0.142857142857143	0.111111111111111	0.142857142857143	0.2	0.2	0.25	0.166666666666667	0.333333333333333	0.25	0.166666666666667	0.2	0.25	0.333333333333333	0.25	0.25	0.333333333333333	0	0.333333333333333	0.333333333333333	0.2	0	0.25	0.166666666666667	0.25	0.166666666666667	0.25	0.25
m467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m504	0.25	0.333333333333333	0.166666666666667	0.2	0.2	0.2	0.25	0.2	0.2	0.1	0.25	0.25	0.166666666666667	0.166666666666667	0.125	0.1	0.142857142857143	0.166666666666667	0.2	0.2	0.142857142857143	0.2	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.166666666666667	0.2	0.2	0.25	0	0.25	0.25	0.2	0	0.25	0.142857142857143	0.25	0.142857142857143	0.25	0.25
m1340	0.25	0.333333333333333	0.333333333333333	0.25	0.25	0.25	0.25	0.25	1	0.111111111111111	0.333333333333333	0.2	0.166666666666667	0.2	0.142857142857143	0.1	0.142857142857143	0.2	0.166666666666667	0.2	0.166666666666667	0.25	0.166666666666667	0.166666666666667	0.333333333333333	0.5	0.2	0.2	0.2	0.25	0	0.25	0.333333333333333	0.2	0	0.166666666666667	0.142857142857143	0.25	0.142857142857143	0.25	0.25
m1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m594	0.166666666666667	0.25	0.166666666666667	0.333333333333333	0.166666666666667	0.2	0.2	0.2	0.166666666666667	0.1	0.2	0.166666666666667	0.166666666666667	0.166666666666667	0.111111111111111	0.1	0.125	0.142857142857143	0.142857142857143	0.166666666666667	0.125	0.166666666666667	0.142857142857143	0.125	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0	0.2	0.166666666666667	0.166666666666667	0	0.142857142857143	0.125	0.166666666666667	0.125	0.142857142857143	0.142857142857143
m300	0.25	0.5	0.25	0.333333333333333	0.25	0.25	0.333333333333333	0.333333333333333	0.2	0.125	0.25	0.25	0.25	0.25	0.166666666666667	0.1	0.333333333333333	0.25	1	0.25	0.333333333333333	0.25	0.2	0.166666666666667	0.2	0.333333333333333	0.25	0.333333333333333	0.25	0.333333333333333	0	0.25	0.25	0.2	0	0.25	0.333333333333333	0.333333333333333	0.166666666666667	0.25	0.25
m1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m696	0.166666666666667	1	0.166666666666667	0.2	0.2	0.2	0.5	0.2	0.2	0.0909090909090909	0.25	0.166666666666667	0.142857142857143	0.166666666666667	0.125	0.0909090909090909	0.125	0.166666666666667	0.142857142857143	0.166666666666667	0.142857142857143	0.2	0.125	0.142857142857143	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0.2	0.25	0	0.166666666666667	0.25	0.166666666666667	0	0.142857142857143	0.125	0.2	0.142857142857143	0.166666666666667	0.166666666666667
m697	0.166666666666667	1	0.166666666666667	0.2	0.2	0.2	0.5	0.2	0.2	0.0909090909090909	0.25	0.166666666666667	0.142857142857143	0.166666666666667	0.125	0.0909090909090909	0.125	0.166666666666667	0.142857142857143	0.166666666666667	0.142857142857143	0.2	0.125	0.142857142857143	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0.2	0.25	0	0.166666666666667	0.25	0.166666666666667	0	0.142857142857143	0.125	0.2	0.142857142857143	0.166666666666667	0.166666666666667
m698	0.166666666666667	1	0.166666666666667	0.2	0.2	0.2	0.5	0.2	0.2	0.0909090909090909	0.25	0.166666666666667	0.142857142857143	0.166666666666667	0.125	0.0909090909090909	0.125	0.166666666666667	0.142857142857143	0.166666666666667	0.142857142857143	0.2	0.125	0.142857142857143	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0.2	0.25	0	0.166666666666667	0.25	0.166666666666667	0	0.142857142857143	0.125	0.2	0.142857142857143	0.166666666666667	0.166666666666667
m258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
m182	0.25	0.333333333333333	1	0.25	0.25	0.333333333333333	0.25	0.333333333333333	0.25	0.125	0.25	0.25	0.2	0.25	0.142857142857143	0.111111111111111	0.333333333333333	0.5	1	0.25	0.333333333333333	0.333333333333333	0.2	0.142857142857143	0.2	0.333333333333333	0.25	0.333333333333333	0.2	0.25	0	0.5	0.5	0.25	0	0.2	0.333333333333333	0.5	0.25	0.2	0.2
m747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m750	0.125	0.142857142857143	0.142857142857143	0.125	0.142857142857143	0.125	0.125	0.125	0.111111111111111	0.0833333333333333	0.125	0.125	0.125	0.111111111111111	0.1	0.0714285714285714	0.0909090909090909	0.1	0.111111111111111	0.125	0.1	0.125	0.1	0.0909090909090909	0.142857142857143	0.111111111111111	0.111111111111111	0.142857142857143	0.142857142857143	0.142857142857143	0	0.142857142857143	0.125	0.111111111111111	0	0.111111111111111	0.1	0.142857142857143	0.1	0.125	0.125
m251	0.333333333333333	0.25	0.5	0.5	0.25	0.5	0.2	0.2	0.25	0.111111111111111	0.2	0.166666666666667	0.166666666666667	0.166666666666667	0.125	0.0909090909090909	0.142857142857143	0.166666666666667	0.2	0.333333333333333	0.142857142857143	0.5	0.333333333333333	0.125	0.2	0.333333333333333	0.5	1	0.25	0.2	0	0.333333333333333	0.333333333333333	0.2	0	0.142857142857143	0.142857142857143	0.2	0.125	0.25	0.25
m287	0.142857142857143	0.166666666666667	0.5	0.333333333333333	0.125	0.5	0.142857142857143	0.142857142857143	0.125	0.0909090909090909	0.142857142857143	0.142857142857143	0.142857142857143	0.125	0.111111111111111	0.0769230769230769	0.142857142857143	0.166666666666667	0.2	0.333333333333333	0.142857142857143	0.5	0.333333333333333	0.125	0.166666666666667	0.333333333333333	0.5	1	0.125	0.166666666666667	0	0.166666666666667	0.142857142857143	0.2	0	0.125	0.142857142857143	0.2	0.125	0.142857142857143	0.142857142857143
m151	0.2	0.25	0.166666666666667	0.166666666666667	0.2	0.25	0.2	0.2	0.166666666666667	0.111111111111111	0.166666666666667	0.142857142857143	0.142857142857143	0.166666666666667	0.111111111111111	0.0909090909090909	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.142857142857143	0.166666666666667	0.125	0.125	0.166666666666667	0.142857142857143	0.142857142857143	0.166666666666667	0.142857142857143	0.2	0	0.2	0.2	0.2	0	0.125	0.125	0.2	0.125	0.142857142857143	0.142857142857143
m161	0.25	0.2	1	0.333333333333333	0.2	0.5	0.166666666666667	0.166666666666667	0.2	0.1	0.166666666666667	0.166666666666667	0.166666666666667	0.142857142857143	0.125	0.0833333333333333	0.166666666666667	0.2	0.25	0.333333333333333	0.166666666666667	0.333333333333333	0.25	0.111111111111111	0.166666666666667	1	0.333333333333333	1	0.2	0.2	0	0.25	0.25	0.25	0	0.125	1	0.2	0.142857142857143	0.2	0.2
m282	0.25	0.333333333333333	1	0.2	0.25	0.333333333333333	0.25	0.25	0.25	0.125	0.25	0.166666666666667	0.142857142857143	0.2	0.125	0.1	0.166666666666667	0.2	0.25	0.2	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0.2	0.2	0.166666666666667	0.333333333333333	0.25	0.25	0	0.25	0.25	0.25	0	0.142857142857143	1	0.25	0.142857142857143	0.25	0.25
m279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m152	0.2	0.25	0.166666666666667	0.166666666666667	0.2	0.25	0.2	0.2	0.166666666666667	0.111111111111111	0.166666666666667	0.142857142857143	0.142857142857143	0.166666666666667	0.111111111111111	0.0909090909090909	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.142857142857143	0.166666666666667	0.125	0.125	0.166666666666667	0.142857142857143	0.142857142857143	0.166666666666667	0.142857142857143	0.2	0	0.2	0.2	0.2	0	0.125	0.125	0.2	0.125	0.142857142857143	0.142857142857143
m285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m345	0.2	0.25	0.166666666666667	0.166666666666667	0.2	0.25	0.2	0.2	0.166666666666667	0.111111111111111	0.166666666666667	0.142857142857143	0.142857142857143	0.166666666666667	0.111111111111111	0.0909090909090909	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.142857142857143	0.166666666666667	0.125	0.125	0.166666666666667	0.142857142857143	0.142857142857143	0.166666666666667	0.142857142857143	0.2	0	0.2	0.2	0.2	0	0.125	0.125	0.2	0.125	0.142857142857143	0.142857142857143
m155	0.2	0.25	0.333333333333333	0.2	0.2	0.333333333333333	0.2	0.2	0.166666666666667	0.111111111111111	0.166666666666667	0.142857142857143	0.142857142857143	0.166666666666667	0.111111111111111	0.5	0.333333333333333	0.25	0.25	0.2	0.333333333333333	0.2	0.166666666666667	0.2	0.166666666666667	0.333333333333333	0.2	0.25	0.142857142857143	0.2	0	0.2	0.2	0.25	0	0.125	0.333333333333333	0.2	0.25	0.142857142857143	0.142857142857143
m745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m738	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0.142857142857143	0.1	0.142857142857143	0.125	0.125	0.142857142857143	0.1	0.0833333333333333	0.125	0.125	0.125	0.142857142857143	0.125	0.142857142857143	0.111111111111111	0.111111111111111	0.142857142857143	0.125	0.125	0.142857142857143	0.125	0.166666666666667	0	0.166666666666667	0.166666666666667	0.166666666666667	0	0.111111111111111	0.111111111111111	0.166666666666667	0.111111111111111	0.125	0.125
m162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m153	0.166666666666667	0.2	0.166666666666667	0.2	0.166666666666667	0.2	0.166666666666667	0.2	0.142857142857143	0.0909090909090909	0.2	0.166666666666667	0.166666666666667	0.166666666666667	0.111111111111111	0.0909090909090909	0.111111111111111	0.142857142857143	0.142857142857143	0.166666666666667	0.125	0.2	0.166666666666667	0.125	0.142857142857143	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0.2	0	0.2	0.2	0.142857142857143	0	0.166666666666667	0.125	0.166666666666667	0.125	0.166666666666667	0.166666666666667
m156	0.2	0.25	0.25	0.25	0.2	1	0.2	0.25	0.166666666666667	0.1	0.25	0.2	0.2	0.2	0.125	0.142857142857143	0.25	0.166666666666667	0.2	0.2	0.142857142857143	0.25	0.2	0.142857142857143	0.166666666666667	0.25	0.25	0.25	0.2	0.25	0	0.25	0.25	0.5	0	0.2	0.25	0.2	0.142857142857143	0.2	0.2
m687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m752	0.2	0.25	1	0.25	0.2	0.333333333333333	0.2	0.166666666666667	0.2	0.1	0.2	0.166666666666667	0.166666666666667	0.166666666666667	0.111111111111111	0.0909090909090909	0.2	0.333333333333333	0.333333333333333	0.25	0.2	0.333333333333333	0.2	0.2	0.25	1	0.333333333333333	1	0.2	0.2	0	0.2	0.166666666666667	0.2	0	0.142857142857143	0.2	0.2	0.2	0.142857142857143	0.142857142857143
m104	0.2	0.333333333333333	0.2	0.333333333333333	0.2	0.25	0.25	0.2	0.2	0.111111111111111	0.25	0.2	0.2	0.2	0.125	0.1	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.2	0.166666666666667	0.142857142857143	0.2	0.166666666666667	0.2	0.2	0.166666666666667	0.25	0	0.25	0.2	0.2	0	0.166666666666667	0.142857142857143	0.2	0.142857142857143	0.166666666666667	0.166666666666667
m746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
