Element	autophagosome assembly	autophagosome maturation	autophagosome-lysosome fusion	fabry disease	farber disease	gaucher disease	gm1 gangliosidosis	krabbe disease	negative regulation of autophagy	niemann-pick disease type a/b	phagophore	phagophore assembly site	positive regulation of cell growth	positive regulation of glycolytic process	sialidosis disease	tay-sachs disease	type 1 gd	type 2 gd	type 3 gd
m938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m939	0.111111111111111	0.1	0.125	0	0.25	0.2	0	0.2	0.1	0.2	0.125	0.142857142857143	0.1	0.1	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m943	0.111111111111111	0.1	0.142857142857143	0	0.142857142857143	0.125	0	0.125	0.1	0.125	0.125	0.142857142857143	0.1	0.1	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m944	0.111111111111111	0.1	0.142857142857143	0	0.142857142857143	0.125	0	0.125	0.1	0.125	0.125	0.142857142857143	0.1	0.1	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m948	0.111111111111111	0.1	0.166666666666667	0	0.142857142857143	0.142857142857143	0	0.125	0.125	0.125	0.125	0.142857142857143	0.125	0.125	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m955	0.142857142857143	0.125	0.166666666666667	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m957	0.125	0.111111111111111	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.142857142857143	0.142857142857143	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m962	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m981	0.125	0.111111111111111	0.166666666666667	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.125	0.142857142857143	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m998	0.142857142857143	0.125	0.166666666666667	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1026	0.142857142857143	0.125	0.2	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1045	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1055	0.142857142857143	0.125	0.166666666666667	0	0.2	0.2	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.25	0.25	0.25
m1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1087	0.111111111111111	0.1	0.142857142857143	0	0.142857142857143	0.142857142857143	0	0.125	0.111111111111111	0.125	0.125	0.142857142857143	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1090	0.125	0.111111111111111	0.166666666666667	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.125	0.142857142857143	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m1091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1122	0.111111111111111	0.1	0.166666666666667	0	0.142857142857143	0.142857142857143	0	0.125	0.125	0.125	0.125	0.142857142857143	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1130	0.142857142857143	0.125	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1149	0.111111111111111	0.1	0.125	0	0.111111111111111	0.111111111111111	0	0.1	0.1	0.1	0.125	0.142857142857143	0.1	0.1	0	0	0.125	0.125	0.125
m1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1166	0.125	0.111111111111111	0.25	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.111111111111111	0.142857142857143	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1172	0.125	0.111111111111111	0.25	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m1173	0.142857142857143	0.125	0.166666666666667	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1198	0.125	0.111111111111111	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.125	0.142857142857143	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m1200	0.142857142857143	0.125	0.2	0	0.2	0.2	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m1202	0.125	0.111111111111111	0.142857142857143	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.2	0.2	0.2
m1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1207	0.142857142857143	0.125	0.166666666666667	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1227	0.142857142857143	0.125	0.2	0	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1230	0.125	0.111111111111111	0.142857142857143	0	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1233	0.125	0.111111111111111	0.166666666666667	0	0.142857142857143	0.142857142857143	0	0.125	0.166666666666667	0.125	0.142857142857143	0.166666666666667	0.166666666666667	0.166666666666667	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1250	0.111111111111111	0.1	0.142857142857143	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.1	0.142857142857143	0.125	0.142857142857143	0.1	0.1	0	0	0.125	0.125	0.125
m1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1257	0.125	0.111111111111111	0.166666666666667	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.125	0.142857142857143	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.2	0.2	0.2
m1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1326	0.142857142857143	0.125	0.25	0	0.2	0.2	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1345	0.125	0.111111111111111	0.2	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.142857142857143	0.142857142857143	0.142857142857143	0.166666666666667	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1393	0.125	0.111111111111111	0.166666666666667	0	0.166666666666667	0.166666666666667	0	0.142857142857143	0.125	0.142857142857143	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.2	0.2	0.2
m1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1401	0.125	0.111111111111111	0.166666666666667	0	0.166666666666667	0.142857142857143	0	0.142857142857143	0.111111111111111	0.142857142857143	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1414	0.142857142857143	0.125	0.166666666666667	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1420	0.142857142857143	0.125	0.166666666666667	0	0.2	0.166666666666667	0	0.166666666666667	0.125	0.166666666666667	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
