Element	autophagosome assembly	autophagosome maturation	autophagosome-lysosome fusion	cheparon mediated autophagy	er stress	fabry disease	farber disease	gaucher disease	gaucher disease type-1	gaucher disease type-2	gaucher disease type-3	gm1 gangliosidosis	krabbe disease	macroautophagy	mitochondrial dysfunction	negative regulation of autophagy	niemann-pick disease type a/b	phagophore	phagophore assembly site	positive regulation of cell growth	positive regulation of glycolytic process	sialidosis disease	tay-sachs disease	ubiquitin-dependent proteasomal degradation	unfolded protein response
m1450	0	0	0	0	0	0	3	3	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
m1458	0	0	5	0	0	0	6	6	0	0	0	0	6	4	5	0	6	0	0	0	0	0	0	0	0
m1461	0	0	3	0	1	0	4	0	0	0	0	0	4	3	3	2	4	0	0	2	2	0	0	0	1
m1465	0	0	0	0	2	0	7	7	0	0	0	0	7	5	6	0	7	0	0	0	0	0	0	0	2
m1467	0	0	45	0	0	0	54	51	0	0	0	0	54	0	0	0	54	0	0	0	0	0	0	0	0
m1473	0	0	7	0	0	0	9	8	0	0	0	0	9	0	7	0	9	0	0	0	0	0	0	4	0
m1475	0	0	3	0	0	0	5	4	0	0	0	0	5	0	4	2	5	0	0	2	2	0	0	3	0
m1495	0	0	23	0	10	0	29	0	0	0	0	0	29	0	0	0	29	0	0	0	0	0	0	0	14
m1496	0	0	22	0	0	0	28	22	0	0	0	0	28	24	27	0	28	0	0	0	0	0	0	0	0
m173	0	0	3	0	0	0	4	3	0	0	0	0	4	0	3	0	4	0	0	0	0	0	0	0	0
m1512	0	0	7	0	0	0	9	8	0	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0
m1056	0	0	9	0	0	0	13	10	0	0	0	0	13	0	0	0	13	0	0	0	0	0	0	0	0
m1519	0	0	0	0	0	0	31	25	0	0	0	0	31	26	24	0	31	0	0	0	0	0	0	0	0
m1520	0	0	3	0	0	0	3	3	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
m1538	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m1545	0	0	0	0	0	0	4	4	0	0	0	0	4	3	0	0	4	0	0	0	0	0	0	0	0
m1557	0	0	12	0	0	0	16	16	0	0	0	0	16	15	14	7	16	0	0	7	7	0	0	0	0
m1567	0	0	0	2	2	0	5	0	0	0	0	0	5	6	3	0	5	0	0	0	0	0	0	0	4
m1575	0	0	11	0	0	0	11	9	0	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0
m1580	0	0	6	0	0	0	6	6	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0
m1586	0	0	3	0	0	0	3	3	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
m773	0	0	0	0	0	0	26	22	0	0	0	0	26	0	20	0	26	0	0	0	0	0	0	0	0
m1615	0	0	0	0	2	0	5	5	0	0	0	0	5	3	5	2	5	0	0	2	2	0	0	0	2
m1617	0	0	0	0	0	0	8	6	0	0	0	0	8	8	7	0	8	0	0	0	0	0	0	0	0
m1623	0	0	9	4	3	0	12	11	0	0	0	0	12	7	9	0	12	0	0	0	0	0	0	3	3
m1633	0	0	3	0	0	0	3	3	0	0	0	0	3	3	3	0	3	0	0	0	0	0	0	0	0
m1634	0	0	8	0	0	0	9	9	0	0	0	0	9	0	0	3	9	0	0	3	3	0	0	0	0
m1639	0	0	8	0	0	0	9	8	0	0	0	0	9	0	0	5	9	0	0	5	5	0	0	0	0
m1646	0	0	5	0	0	0	10	9	0	0	0	0	10	0	4	0	10	0	0	0	0	0	0	4	0
m1647	0	0	8	0	0	0	10	9	0	0	0	0	10	0	9	0	10	0	0	0	0	0	0	4	0
m1675	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
m1680	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0
m1706	0	0	0	8	6	0	10	9	0	0	0	0	10	9	9	0	10	0	0	0	0	0	0	0	6
m1710	0	0	0	0	0	0	3	0	0	0	0	0	3	2	3	0	3	0	0	0	0	0	0	0	0
m1713	0	0	0	0	0	0	2	2	0	0	0	0	2	2	0	1	2	0	0	1	1	0	0	0	0
m1714	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
m1716	0	0	0	0	0	0	17	16	0	0	0	0	17	13	13	0	17	0	0	0	0	0	0	0	0
m1717	0	0	0	0	0	0	7	7	0	0	0	0	7	0	6	0	7	0	0	0	0	0	0	0	0
m1722	0	0	1	0	0	0	5	5	0	0	0	0	5	0	4	1	5	0	0	1	1	0	0	0	0
m1727	0	0	0	0	0	0	2	2	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0
m1658	0	0	11	0	3	0	9	0	0	0	0	0	9	0	11	10	9	0	0	10	10	0	0	0	8
m1728	0	0	0	0	0	0	11	9	0	0	0	0	11	0	10	0	11	0	0	0	0	0	0	0	0
m1729	0	0	5	0	3	0	5	0	0	0	0	0	5	2	5	4	5	0	0	4	4	0	0	0	3
m1732	0	0	8	0	0	0	9	7	0	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0
m1735	0	0	13	0	11	0	20	0	0	0	0	0	20	10	18	15	20	0	0	15	15	0	0	0	11
m1741	0	0	7	0	0	0	10	10	0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0
m1742	0	0	2	0	0	0	2	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
m1743	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m1744	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m1745	0	0	13	0	0	0	16	14	0	0	0	0	16	14	10	0	16	0	0	0	0	0	0	0	0
m1769	0	0	6	0	0	0	6	6	0	0	0	0	6	6	0	0	6	0	0	0	0	0	0	0	0
m1778	0	0	6	0	0	0	8	7	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0
m1779	0	0	0	0	0	0	7	7	0	0	0	0	7	6	4	0	7	0	0	0	0	0	0	0	0
m1783	0	0	5	0	0	0	7	6	0	0	0	0	7	0	4	5	7	0	0	5	5	0	0	0	2
m1790	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m1799	0	0	6	0	0	0	6	6	0	0	0	0	6	0	5	0	6	0	0	0	0	0	0	5	0
m1806	0	0	0	0	0	0	2	2	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	0	0
m1842	0	0	2	0	1	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1
m1845	0	0	5	0	0	0	9	9	0	0	0	0	9	6	6	0	9	0	0	0	0	0	0	0	0
m1853	0	0	3	0	0	0	3	3	0	0	0	0	3	0	0	2	3	0	0	2	2	0	0	0	0
m1855	0	0	4	0	2	0	8	0	0	0	0	0	8	0	8	1	8	0	0	1	1	0	0	0	2
m1861	0	0	1	0	0	0	2	2	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	0	0
m1863	0	0	2	0	0	0	4	3	0	0	0	0	4	0	3	0	4	0	0	0	0	0	0	1	0
m1869	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m1900	0	0	0	0	0	0	2	2	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	1	0
m1470	0	0	0	0	0	0	6	5	0	0	0	0	6	6	6	0	6	0	0	0	0	0	0	4	0
m1901	0	0	5	0	0	0	5	4	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0
m1902	0	0	18	0	0	0	29	26	0	0	0	0	29	21	0	21	29	0	0	21	21	0	0	0	0
m1910	0	0	2	0	0	0	3	3	0	0	0	0	3	0	0	3	3	0	0	3	3	0	0	0	0
m1915	0	0	4	0	0	0	5	5	0	0	0	0	5	0	0	3	5	0	0	3	3	0	0	0	0
m1943	0	0	0	0	0	0	8	4	0	0	0	0	8	8	6	0	8	0	0	0	0	0	0	0	0
m1952	0	0	2	0	0	0	4	4	0	0	0	0	4	3	0	3	4	0	0	3	3	0	0	0	0
m1954	0	0	2	0	0	0	2	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
m1958	0	0	2	0	0	0	2	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
m1982	0	0	1	1	0	0	3	3	0	0	0	0	3	3	3	0	3	0	0	0	0	0	0	3	0
m1986	0	0	8	0	0	0	11	4	0	0	0	0	11	0	0	6	11	0	0	6	6	0	0	0	0
m1987	0	0	8	5	0	0	13	12	0	0	0	0	13	13	12	0	13	0	0	0	0	0	0	6	0
m1989	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m1995	0	0	0	0	0	0	2	2	0	0	0	0	2	1	1	0	2	0	0	0	0	0	0	0	0
m2000	0	0	2	0	0	0	2	2	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	2	0
m2004	0	0	7	0	0	0	7	7	0	0	0	0	7	6	6	0	7	0	0	0	0	0	0	5	0
m2027	0	0	22	0	0	0	36	32	0	0	0	0	36	24	19	0	36	0	0	0	0	0	0	0	0
m2028	0	0	4	0	0	0	7	7	0	0	0	0	7	0	2	0	7	0	0	0	0	0	0	0	0
m2034	0	0	5	0	0	0	7	7	0	0	0	0	7	5	7	0	7	0	0	0	0	0	0	0	0
m2041	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m2043	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m2049	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m2051	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m2052	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1
m2053	0	0	6	0	0	0	7	7	0	0	0	0	7	0	6	0	7	0	0	0	0	0	0	3	0
m2055	0	0	0	2	0	0	5	5	0	0	0	0	5	3	5	0	5	0	0	0	0	0	0	3	0
m2056	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1
m2057	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
m2059	0	0	13	0	0	0	16	16	0	0	0	0	16	11	13	0	16	0	0	0	0	0	0	0	0
m2060	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m2078	0	0	2	0	0	0	3	2	0	0	0	0	3	0	1	0	3	0	0	0	0	0	0	1	0
m312	0	0	2	0	0	0	3	2	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	2	0
m2084	0	0	9	0	0	0	12	11	0	0	0	0	12	0	10	0	12	0	0	0	0	0	0	0	0
m2100	0	0	0	0	1	0	2	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	1
m2134	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
m2145	0	0	0	0	0	0	6	5	0	0	0	0	6	6	5	0	6	0	0	0	0	0	0	3	0
m2149	0	0	3	0	0	0	6	6	0	0	0	0	6	5	5	0	6	0	0	0	0	0	0	0	0
m2160	0	0	9	5	0	0	14	14	0	0	0	0	14	9	9	0	14	0	0	0	0	0	0	3	0
m2180	0	0	24	0	0	0	36	33	0	0	0	0	36	29	30	0	36	0	0	0	0	0	0	0	0
m2190	0	0	6	6	0	0	9	7	0	0	0	0	9	8	8	0	9	0	0	0	0	0	0	5	0
m2197	0	0	2	0	0	0	2	2	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	1	0
m2198	0	0	2	0	0	0	2	2	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	0	0
m2230	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m2231	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
m2232	0	0	4	0	0	0	6	6	0	0	0	0	6	0	5	0	6	0	0	0	0	0	0	0	0
m2234	0	0	0	0	0	0	8	7	0	0	0	0	8	7	4	0	8	0	0	0	0	0	0	0	0
m2237	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m2246	0	0	2	0	0	0	2	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
m2252	0	0	5	0	0	0	10	8	0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0
m557	0	0	30	6	0	0	37	34	0	0	0	0	37	34	34	0	37	0	0	0	0	0	0	19	0
m2343	0	0	0	0	4	0	18	0	0	0	0	0	18	9	16	0	18	0	0	0	0	0	0	0	4
m2352	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m2359	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m2360	0	0	0	0	0	0	2	2	0	0	0	0	2	1	2	0	2	0	0	0	0	0	0	1	0
m2370	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1
m2132	0	0	8	0	1	0	7	0	0	0	0	0	7	0	8	6	7	0	0	6	6	0	0	0	4
m2389	0	0	4	0	4	0	4	3	0	0	0	0	4	3	0	4	4	0	0	4	4	0	0	0	5
m2390	0	0	0	0	5	0	6	6	0	0	0	0	6	6	5	0	6	0	0	0	0	0	0	3	5
m2393	0	0	2	0	0	0	2	2	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0
m2411	0	0	0	3	2	0	4	0	0	0	0	0	4	4	3	0	4	0	0	0	0	0	0	0	2
m2415	0	0	0	0	0	0	4	4	0	0	0	0	4	3	4	0	4	0	0	0	0	0	0	3	0
m2449	0	0	3	0	0	0	3	3	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0
m2452	0	0	2	0	0	0	2	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
m2454	0	0	2	0	2	0	4	0	0	0	0	0	4	3	4	3	4	0	0	3	3	0	0	0	2
m2462	0	0	1	0	0	0	2	2	0	0	0	0	2	0	0	1	2	0	0	1	1	0	0	0	0
m2467	0	0	5	0	1	0	6	6	0	0	0	0	6	3	0	0	6	0	0	0	0	0	0	0	1
m2477	0	0	2	0	0	0	3	3	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	2	0
m2478	0	0	0	0	0	0	33	28	0	0	0	0	33	31	28	0	33	0	0	0	0	0	0	14	0
m2480	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1
m2489	0	0	0	1	1	0	2	2	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	0	1
m2490	0	0	6	0	0	0	8	7	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0
m2493	0	0	0	0	2	0	8	0	0	0	0	0	8	4	4	0	8	0	0	0	0	0	0	0	2
m2496	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
m2518	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1
m2519	0	0	2	0	0	0	2	2	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	2	0
m2521	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
m2561	0	0	4	0	0	0	5	3	0	0	0	0	5	5	5	0	5	0	0	0	0	0	0	0	0
m2562	0	0	5	0	0	0	6	5	0	0	0	0	6	5	3	0	6	0	0	0	0	0	0	0	0
m2582	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m2603	0	0	4	0	0	0	4	3	0	0	0	0	4	0	0	2	4	0	0	2	2	0	0	0	0
m237	0	0	1	0	3	0	4	0	0	0	0	0	4	0	0	2	4	0	0	2	2	0	0	0	3
m2608	0	0	2	0	0	0	3	0	0	0	0	0	3	1	3	0	3	0	0	0	0	0	0	0	0
m2611	0	0	0	0	1	0	2	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	1
m2615	0	0	3	0	0	0	4	4	0	0	0	0	4	0	3	0	4	0	0	0	0	0	0	0	0
m2629	0	0	2	0	0	0	2	2	0	0	0	0	2	1	1	0	2	0	0	0	0	0	0	0	0
m2650	0	0	0	7	0	0	21	19	0	0	0	0	21	15	0	6	21	0	0	6	6	0	0	0	0
m2670	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0
m2672	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0
m2673	0	0	9	0	0	0	9	9	0	0	0	0	9	5	9	0	9	0	0	0	0	0	0	4	0
m2677	0	0	7	4	4	0	7	0	0	0	0	0	7	6	7	0	7	0	0	0	0	0	0	0	4
m2690	0	0	3	0	0	0	4	4	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0
m2235	0	0	34	0	0	0	40	37	0	0	0	0	40	23	0	0	40	0	0	0	0	0	0	0	0
m1543	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1
m2705	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m517	0	0	17	0	0	0	25	22	0	0	0	0	25	20	20	0	25	0	0	0	0	0	0	9	0
m2716	0	0	2	0	2	0	5	0	0	0	0	0	5	3	0	0	5	0	0	0	0	0	0	0	2
m2719	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1
m2730	0	0	4	0	0	0	4	4	0	0	0	0	4	3	3	0	4	0	0	0	0	0	0	0	0
m2742	0	0	7	0	0	0	10	10	0	0	0	0	10	0	4	3	10	0	0	3	3	0	0	0	0
m2261	0	0	0	0	0	0	10	9	0	0	0	0	10	9	9	0	10	0	0	0	0	0	0	0	0
m2848	0	0	6	0	0	0	9	6	0	0	0	0	9	0	9	2	9	0	0	2	2	0	0	3	0
m2861	0	0	4	3	0	0	6	6	0	0	0	0	6	4	5	0	6	0	0	0	0	0	0	4	0
m2871	0	0	3	0	0	0	4	4	0	0	0	0	4	0	2	4	4	0	0	4	4	0	0	0	0
m2887	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m2939	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m2941	0	0	0	0	0	0	7	6	0	0	0	0	7	6	6	0	7	0	0	0	0	0	0	0	0
m2951	0	0	12	0	0	0	15	13	0	0	0	0	15	11	0	0	15	0	0	0	0	0	0	0	0
m2952	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m2959	0	0	2	0	0	0	2	2	0	0	0	0	2	2	0	1	2	0	0	1	1	0	0	0	0
m2995	0	0	2	0	0	0	3	2	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0
m2999	0	0	2	0	0	0	2	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
m3007	0	0	0	0	0	0	2	2	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0
m3009	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m3033	0	0	2	0	0	0	2	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
m3041	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1
m3044	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1
m3047	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
m3060	0	0	4	0	0	0	8	7	0	0	0	0	8	0	7	0	8	0	0	0	0	0	0	3	0
m3067	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m3068	0	0	4	0	0	0	4	4	0	0	0	0	4	2	1	0	4	0	0	0	0	0	0	0	0
m3104	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m3113	0	0	4	0	0	0	4	4	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0
m3122	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0
m3140	0	0	2	0	0	0	2	2	0	0	0	0	2	0	0	2	2	0	0	2	2	0	0	0	0
m3143	0	0	4	0	1	0	6	0	0	0	0	0	6	4	0	0	6	0	0	0	0	0	0	0	1
m3159	0	0	1	0	0	0	2	1	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	0	0
m3169	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m3171	0	0	2	0	0	0	2	2	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0
m3174	0	0	0	0	0	0	7	0	0	0	0	0	7	2	6	0	7	0	0	0	0	0	0	0	0
m3175	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m58	0	0	8	0	0	0	10	9	0	0	0	0	10	7	8	2	10	0	0	2	2	0	0	0	0
m83	0	0	2	0	0	0	2	2	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	2	0
m107	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
m124	0	0	8	0	0	0	9	9	0	0	0	0	9	7	8	0	9	0	0	0	0	0	0	0	0
m127	0	0	10	6	5	0	18	17	0	0	0	0	18	16	14	8	18	0	0	8	8	0	0	0	5
m162	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m101	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m228	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m232	0	0	5	0	0	0	4	4	0	0	0	0	4	1	3	0	4	0	0	0	0	0	0	0	0
m296	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m332	0	0	2	0	0	0	2	2	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	1	0
m333	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m334	0	0	0	0	0	0	11	10	0	0	0	0	11	4	9	0	11	0	0	0	0	0	0	0	0
m339	0	0	11	0	0	0	14	14	0	0	0	0	14	9	13	0	14	0	0	0	0	0	0	0	0
m353	0	0	6	0	0	0	10	6	0	0	0	0	10	10	9	0	10	0	0	0	0	0	0	0	0
m761	0	0	0	0	0	0	6	5	0	0	0	0	6	0	5	1	6	0	0	1	1	0	0	0	0
m766	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0
m1019	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m1038	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
m996	0	0	1	0	0	0	2	2	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0
m1234	0	0	0	0	0	0	24	20	0	0	0	0	24	16	21	0	24	0	0	0	0	0	0	0	0
m1443	0	0	4	0	0	0	4	4	0	0	0	0	4	3	3	0	4	0	0	0	0	0	0	0	0
m1551	0	0	18	3	0	0	21	19	0	0	0	0	21	16	20	0	21	0	0	0	0	0	0	11	0
m1553	0	0	19	4	0	0	26	25	0	0	0	0	26	16	22	0	26	0	0	0	0	0	0	13	0
m1554	0	0	11	3	0	0	16	14	0	0	0	0	16	11	13	0	16	0	0	0	0	0	0	0	0
m1581	0	0	13	4	0	0	17	17	0	0	0	0	17	14	13	0	17	0	0	0	0	0	0	7	0
m1582	0	0	11	6	0	0	14	13	0	0	0	0	14	11	12	0	14	0	0	0	0	0	0	8	0
m1584	0	0	0	0	0	0	8	7	0	0	0	0	8	5	6	0	8	0	0	0	0	0	0	0	0
m1003	0	0	9	4	4	0	14	12	0	0	0	0	14	11	12	0	14	0	0	0	0	0	0	0	4
m1590	0	0	5	0	0	0	9	8	0	0	0	0	9	0	8	0	9	0	0	0	0	0	0	4	0
m1654	0	0	2	0	0	0	4	4	0	0	0	0	4	4	4	1	4	0	0	1	1	0	0	2	0
m1668	0	0	6	6	4	0	12	0	0	0	0	0	12	10	12	0	12	0	0	0	0	0	0	0	5
m1670	0	0	0	0	0	0	12	10	0	0	0	0	12	0	8	0	12	0	0	0	0	0	0	4	0
m116	0	0	2	0	0	0	30	26	0	0	0	0	30	29	25	2	30	0	0	2	2	0	0	0	0
m1702	0	0	5	0	2	0	7	0	0	0	0	0	7	5	5	2	7	0	0	2	2	0	0	0	2
m348	0	0	0	5	2	0	8	7	0	0	0	0	8	8	8	0	8	0	0	0	0	0	0	0	2
m1733	0	0	6	0	0	0	12	8	0	0	0	0	12	7	10	0	12	0	0	0	0	0	0	0	0
m347	0	0	0	0	0	0	10	8	0	0	0	0	10	7	9	3	10	0	0	3	3	0	0	0	0
m1738	0	0	1	0	0	0	2	2	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	1	0
m1746	0	0	1	0	0	0	3	3	0	0	0	0	3	3	3	1	3	0	0	1	1	0	0	0	0
m1774	0	0	11	4	4	0	14	12	0	0	0	0	14	10	12	0	14	0	0	0	0	0	0	0	4
m350	0	0	3	0	0	0	4	4	0	0	0	0	4	0	4	0	4	0	0	0	0	0	0	2	0
m1866	0	0	0	0	0	0	11	9	0	0	0	0	11	8	9	0	11	0	0	0	0	0	0	0	0
m1872	0	0	77	0	0	0	81	73	0	0	0	0	81	0	67	0	81	0	0	0	0	0	0	47	0
m1991	0	0	0	0	0	0	2	2	0	0	0	0	2	2	2	0	2	0	0	0	0	0	0	1	0
m2007	0	0	13	0	0	0	14	14	0	0	0	0	14	6	11	6	14	0	0	6	6	0	0	0	0
m2042	0	0	6	1	0	0	6	6	0	0	0	0	6	2	5	0	6	0	0	0	0	0	0	0	0
m2064	0	0	3	0	0	0	3	3	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	2	0
m2065	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m2068	0	0	0	0	0	0	7	6	0	0	0	0	7	4	7	2	7	0	0	2	2	0	0	4	0
m2071	0	0	0	4	4	0	19	0	0	0	0	0	19	11	17	0	19	0	0	0	0	0	0	0	4
m2279	0	0	2	0	0	0	2	2	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	2	0
m2386	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0
m2426	0	0	4	3	0	0	5	4	0	0	0	0	5	3	5	0	5	0	0	0	0	0	0	3	0
m2453	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0
m2486	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
m2498	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
m2506	0	0	0	2	3	0	7	0	0	0	0	0	7	5	5	2	7	0	0	2	2	0	0	0	3
m2585	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
m898	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0
