Element	autophagosome assembly	autophagosome maturation	autophagosome-lysosome fusion	fabry disease	farber disease	gaucher disease	gm1 gangliosidosis	krabbe disease	metachromatic leukodystrophy	negative regulation of autophagy	niemann-pick disease type a/b	phagophore	phagophore assembly site	positive regulation of cell growth	positive regulation of glycolytic process	sandhoff disease	tay-sachs disease	type 1 gd	type 2 gd	type 3 gd
m3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
m33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
m12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m34	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m35	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
m15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m37	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
m18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m38	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
m19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m39	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
m23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
m26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m41	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
m30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m51	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.25	0.25	0	0	0	0	0
m57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m56	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
m67	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0.5	0	0	0	0	0
m43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m58	0.333333333333333	0.25	0.2	0	0	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0
m66	0.333333333333333	0.25	0.2	0	0	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0
m68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m76	0.5	0.333333333333333	0.25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
m72	0.333333333333333	0.25	0.2	0	0	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0
m73	0.333333333333333	0.25	0.2	0	0	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0
m74	0.333333333333333	0.25	0.2	0	0	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0
m75	1	0.5	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m77	0.125	0.111111111111111	0.333333333333333	0	0	0	0	0	0	0.111111111111111	0	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m87	0.125	0.111111111111111	0.5	0	0	0	0	0	0	0.125	0	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m78	0.111111111111111	0.1	0.333333333333333	0	0	0	0	0	0	0.111111111111111	0	0.125	0.142857142857143	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m91	0.111111111111111	0.1	0.333333333333333	0	0	0	0	0	0	0.111111111111111	0	0.125	0.142857142857143	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m92	0.111111111111111	0.1	0.333333333333333	0	0	0	0	0	0	0.111111111111111	0	0.125	0.142857142857143	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m89	0	1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m90	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m88	0.111111111111111	0.1	0.333333333333333	0	0	0	0	0	0	0.111111111111111	0	0.125	0.142857142857143	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m104	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m111	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m115	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m103	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m140	0.125	0.111111111111111	0.166666666666667	0	0	0	0	0	0	0.111111111111111	0	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5
m156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5
m158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m183	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m184	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m185	0.166666666666667	0.142857142857143	0.25	0	0	0	0	0	0	0.166666666666667	0	0.2	0.25	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m186	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m187	0.1	0.0909090909090909	0.142857142857143	0	0	0	0	0	0	0.0909090909090909	0	0.111111111111111	0.125	0.0909090909090909	0.0909090909090909	0	0	0.111111111111111	0.111111111111111	0.111111111111111
m188	0.111111111111111	0.1	0.166666666666667	0	0	0	0	0	0	0.1	0	0.125	0.142857142857143	0.1	0.1	0	0	0.125	0.125	0.125
m189	0.125	0.111111111111111	0.166666666666667	0	0	0	0	0	0	0.111111111111111	0	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m190	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m191	0.166666666666667	0.142857142857143	0.25	0	0	0	0	0	0	0.166666666666667	0	0.2	0.25	0.166666666666667	0.166666666666667	0	0	0.25	0.25	0.25
m192	0.125	0.111111111111111	0.142857142857143	0	0	0	0	0	0	0.111111111111111	0	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m195	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m194	0.142857142857143	0.125	0.166666666666667	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m196	0.142857142857143	0.125	0.25	0	0	0	0	0	0	0.166666666666667	0	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m198	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m199	0.166666666666667	0.142857142857143	0.25	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m200	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m202	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m201	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.125	0	0.2	0.25	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m203	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m204	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m205	0.125	0.111111111111111	0.166666666666667	0	0	0	0	0	0	0.125	0	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m206	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m207	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m210	0.142857142857143	0.125	0.166666666666667	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m209	0.142857142857143	0.125	0.166666666666667	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m211	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m212	0.125	0.111111111111111	0.166666666666667	0	0	0	0	0	0	0.125	0	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m214	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m215	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m216	0.125	0.111111111111111	0.166666666666667	0	0	0	0	0	0	0.125	0	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m217	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m218	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m219	0.166666666666667	0.142857142857143	0.25	0	0	0	0	0	0	0.166666666666667	0	0.2	0.25	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m221	0.111111111111111	0.1	0.142857142857143	0	0	0	0	0	0	0.111111111111111	0	0.125	0.142857142857143	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m220	0.111111111111111	0.1	0.142857142857143	0	0	0	0	0	0	0.111111111111111	0	0.125	0.142857142857143	0.111111111111111	0.111111111111111	0	0	0.142857142857143	0.142857142857143	0.142857142857143
m222	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m223	0.125	0.111111111111111	0.142857142857143	0	0	0	0	0	0	0.111111111111111	0	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m224	0.125	0.111111111111111	0.166666666666667	0	0	0	0	0	0	0.125	0	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m225	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m226	0.166666666666667	0.142857142857143	0.25	0	0	0	0	0	0	0.166666666666667	0	0.2	0.25	0.166666666666667	0.166666666666667	0	0	0.25	0.25	0.25
m48	0.125	0.111111111111111	0.166666666666667	0	0	0	0	0	0	0.125	0	0.142857142857143	0.166666666666667	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m227	0.142857142857143	0.125	0.166666666666667	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m228	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m230	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m231	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m232	0.125	0.111111111111111	0.142857142857143	0	0	0	0	0	0	0.111111111111111	0	0.142857142857143	0.166666666666667	0.111111111111111	0.111111111111111	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m235	0.166666666666667	0.142857142857143	0.25	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m236	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m237	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m239	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m240	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m241	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m242	0.166666666666667	0.142857142857143	0.25	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m243	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m244	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m245	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.125	0	0.2	0.25	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m246	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.125	0	0.2	0.25	0.125	0.125	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m247	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m248	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m249	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m197	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m250	0.166666666666667	0.142857142857143	0.25	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m251	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m252	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m253	0.142857142857143	0.125	0.25	0	0	0	0	0	0	0.166666666666667	0	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m254	0.142857142857143	0.125	0.25	0	0	0	0	0	0	0.166666666666667	0	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.333333333333333	0.333333333333333	0.333333333333333
m255	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m256	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m257	0.166666666666667	0.142857142857143	0.25	0	0	0	0	0	0	0.166666666666667	0	0.2	0.25	0.166666666666667	0.166666666666667	0	0	0.25	0.25	0.25
m258	0.166666666666667	0.142857142857143	0.25	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m259	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.166666666666667	0	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m260	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m261	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m263	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m264	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m265	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m266	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m267	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m268	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m269	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m270	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m271	0.142857142857143	0.125	0.25	0	0	0	0	0	0	0.166666666666667	0	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.25	0.25	0.25
m272	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m273	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m274	0.166666666666667	0.142857142857143	0.25	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m275	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m276	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m277	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.125	0	0.166666666666667	0.2	0.125	0.125	0	0	0.2	0.2	0.2
m278	0.142857142857143	0.125	0.2	0	0	0	0	0	0	0.142857142857143	0	0.166666666666667	0.2	0.142857142857143	0.142857142857143	0	0	0.2	0.2	0.2
m279	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.166666666666667	0	0.2	0.25	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m280	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m281	0.142857142857143	0.125	0.25	0	0	0	0	0	0	0.166666666666667	0	0.166666666666667	0.2	0.166666666666667	0.166666666666667	0	0	0.2	0.2	0.2
m282	0.166666666666667	0.142857142857143	0.25	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.25	0.25	0.25
m283	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.166666666666667	0.166666666666667	0.166666666666667
m284	0.166666666666667	0.142857142857143	0.2	0	0	0	0	0	0	0.142857142857143	0	0.2	0.25	0.142857142857143	0.142857142857143	0	0	0.166666666666667	0.166666666666667	0.166666666666667
