Element	autophagosome assembly	autophagosome maturation	autophagosome-lysosome fusion	fabry disease	farber disease	gaucher disease	gm1 gangliosidosis	krabbe disease	metachromatic leukodystrophy	negative regulation of autophagy	niemann-pick disease type a/b	phagophore	phagophore assembly site	positive regulation of cell growth	positive regulation of glycolytic process	sandhoff disease	tay-sachs disease	type 1 gd	type 2 gd	type 3 gd
m669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m670	1	1	5.725	0	0	0	0	0	0	1.44444444444444	0	1	1	1.44444444444444	1.44444444444444	0	0	1	1	1
m671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m674	5.41666666666667	5.41666666666667	3.58333333333333	0	0	0	0	0	0	2.825	0	5.41666666666667	5.41666666666667	2.825	2.825	0	0	2	2	2
m675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m677	3.61666666666667	3.61666666666667	0	0	0	0	0	0	0	0	0	3.61666666666667	3.61666666666667	0	0	0	0	0	0	0
m678	3	3	2	0	0	0	0	0	0	2.03030303030303	0	3	3	2.03030303030303	2.03030303030303	0	0	2	2	2
m679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m680	0	0	0	0	0	0	0	0	0	0.0303030303030303	0	0	0	0.0303030303030303	0.0303030303030303	0	0	0	0	0
m681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m684	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m689	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m591	0	0	0.133333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272727272727273	0.272727272727273	0.272727272727273
m691	3.8	3.8	3.75	0	0	0	0	0	0	4.11111111111111	0	3.8	3.8	4.11111111111111	4.11111111111111	0	0	4.18181818181818	4.18181818181818	4.18181818181818
m692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m701	8.83836996336996	8.83836996336996	5.00058275058275	0	0	0	0	0	0	6.49152375683816	0	8.83836996336996	8.83836996336996	6.49152375683816	6.49152375683816	0	0	2.54202898550725	2.54202898550725	2.54202898550725
m702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m703	0	0	0	0	0	0	0	0	0	4.49644473173885	0	0	0	4.49644473173885	4.49644473173885	0	0	0	0	0
m704	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m707	0.142857142857143	0.142857142857143	0	0	0	0	0	0	0	0	0	0.142857142857143	0.142857142857143	0	0	0	0	0	0	0
m708	2	2	2	0	0	0	0	0	0	2	0	2	2	2	2	0	0	2	2	2
m709	0.0769230769230769	0.0769230769230769	0.166666666666667	0	0	0	0	0	0	0.214285714285714	0	0.0769230769230769	0.0769230769230769	0.214285714285714	0.214285714285714	0	0	0.485714285714286	0.485714285714286	0.485714285714286
m710	3.80952380952381	3.80952380952381	2.22222222222222	0	0	0	0	0	0	2	0	3.80952380952381	3.80952380952381	2	2	0	0	3	3	3
m711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m714	0.5	0.5	0.888888888888889	0	0	0	0	0	0	1.02272727272727	0	0.5	0.5	1.02272727272727	1.02272727272727	0	0	1.14545454545455	1.14545454545455	1.14545454545455
m715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	2.5	2.5
m98	5	5	2.38461538461538	0	0	0	0	0	0	2.66666666666667	0	5	5	2.66666666666667	2.66666666666667	0	0	2.71428571428571	2.71428571428571	2.71428571428571
m716	9	9	7.94444444444444	0	0	0	0	0	0	8	0	9	9	8	8	0	0	8.86666666666667	8.86666666666667	8.86666666666667
m717	0	0	0	0	0	0	0	0	0	0.179144385026738	0	0	0	0.179144385026738	0.179144385026738	0	0	0.0909090909090909	0.0909090909090909	0.0909090909090909
m718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m720	14.4333333333333	14.4333333333333	11.4243401759531	0	0	0	0	0	0	12.8518948793142	0	14.4333333333333	14.4333333333333	12.8518948793142	12.8518948793142	0	0	21.9909090909091	21.9909090909091	21.9909090909091
m721	4.4	4.4	3	0	0	0	0	0	0	5.58333333333333	0	4.4	4.4	5.58333333333333	5.58333333333333	0	0	6.5	6.5	6.5
m722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m725	9.625	9.625	8.53636363636364	0	0	0	0	0	0	8.62034739454094	0	9.625	9.625	8.62034739454094	8.62034739454094	0	0	9.5	9.5	9.5
m726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m735	0.6	0.6	2	0	0	0	0	0	0	0.75	0	0.6	0.6	0.75	0.75	0	0	0.75	0.75	0.75
m736	2	2	2	0	0	0	0	0	0	2	0	2	2	2	2	0	0	2	2	2
m737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m741	5	5	5	0	0	0	0	0	0	5	0	5	5	5	5	0	0	5	5	5
m742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m743	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m234	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m750	2	2	2	0	0	0	0	0	0	2	0	2	2	2	2	0	0	2	2	2
m751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m752	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m753	2	2	2	0	0	0	0	0	0	2	0	2	2	2	2	0	0	2	2	2
m754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5
m755	8.4111013986014	8.4111013986014	4.2	0	0	0	0	0	0	4.2781217750258	0	8.4111013986014	8.4111013986014	4.2781217750258	4.2781217750258	0	0	4	4	4
m756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.4058938681382	65.4058938681382	65.4058938681382
m757	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m762	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m763	2.45833333333333	2.45833333333333	3.5	0	0	0	0	0	0	3.42857142857143	0	2.45833333333333	2.45833333333333	3.42857142857143	3.42857142857143	0	0	3.41666666666667	3.41666666666667	3.41666666666667
m764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m768	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m769	1.28571428571429	1.28571428571429	1.25	0	0	0	0	0	0	1.23076923076923	0	1.28571428571429	1.28571428571429	1.23076923076923	1.23076923076923	0	0	1.83333333333333	1.83333333333333	1.83333333333333
m770	0	0	0.0666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202020202020202	0.202020202020202	0.202020202020202
m771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m777	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m778	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m779	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m787	3.5	3.5	4.08333333333333	0	0	0	0	0	0	5.29090909090909	0	3.5	3.5	5.29090909090909	5.29090909090909	0	0	4	4	4
m788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m790	0.221256038647343	0.221256038647343	0	0	0	0	0	0	0	0	0	0.221256038647343	0.221256038647343	0	0	0	0	0	0	0
m791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m793	0	0	0.429004329004329	0	0	0	0	0	0	0.82051282051282	0	0	0	0.82051282051282	0.82051282051282	0	0	0.5	0.5	0.5
m794	0	0	0.0384615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m796	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m799	5	5	5	0	0	0	0	0	0	5	0	5	5	5	5	0	0	5	5	5
m800	3	3	3	0	0	0	0	0	0	3	0	3	3	3	3	0	0	3	3	3
m801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m803	1	1	1.15384615384615	0	0	0	0	0	0	1	0	1	1	1	1	0	0	2.14285714285714	2.14285714285714	2.14285714285714
m804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m806	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m807	2	2	2	0	0	0	0	0	0	2	0	2	2	2	2	0	0	2	2	2
m808	1	1	1	0	0	0	0	0	0	1.33333333333333	0	1	1	1.33333333333333	1.33333333333333	0	0	1.47619047619048	1.47619047619048	1.47619047619048
m809	8.17261904761905	8.17261904761905	5.15	0	0	0	0	0	0	6.09093701996928	0	8.17261904761905	8.17261904761905	6.09093701996928	6.09093701996928	0	0	2.45396825396825	2.45396825396825	2.45396825396825
m810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m821	0	0	0.111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m822	0	0	3.33333333333333	0	0	0	0	0	0	3.33333333333333	0	0	0	3.33333333333333	3.33333333333333	0	0	3.98333333333333	3.98333333333333	3.98333333333333
m823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m826	1	1	1.53846153846154	0	0	0	0	0	0	1.90769230769231	0	1	1	1.90769230769231	1.90769230769231	0	0	1.2	1.2	1.2
m827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m829	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m833	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m835	1	1	1.56666666666667	0	0	0	0	0	0	1.4	0	1	1	1.4	1.4	0	0	1.66666666666667	1.66666666666667	1.66666666666667
m836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m839	1.6	1.6	3	0	0	0	0	0	0	1.75	0	1.6	1.6	1.75	1.75	0	0	1.75	1.75	1.75
m840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m843	0.75	0.75	0.75	0	0	0	0	0	0	0.733333333333333	0	0.75	0.75	0.733333333333333	0.733333333333333	0	0	3.84285714285714	3.84285714285714	3.84285714285714
m844	2.9	2.9	2.42916666666667	0	0	0	0	0	0	3.26510989010989	0	2.9	2.9	3.26510989010989	3.26510989010989	0	0	4.6	4.6	4.6
m845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m850	0.311111111111111	0.311111111111111	0	0	0	0	0	0	0	0	0	0.311111111111111	0.311111111111111	0	0	0	0	1	1	1
m851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m857	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m858	1	1	1	0	0	0	0	0	0	8.81578947368421	0	1	1	8.81578947368421	8.81578947368421	0	0	10	10	10
m859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909090909090909	0.0909090909090909	0.0909090909090909
m862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m866	0.25	0.25	0.2	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0.2	0.2	0.2
m867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m874	0	0	0	0	0	0	0	0	0	1.875	0	0	0	1.875	1.875	0	0	1.25	1.25	1.25
m875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m878	1.35	1.35	0	0	0	0	0	0	0	0	0	1.35	1.35	0	0	0	0	3.4	3.4	3.4
m879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m880	9.38571428571429	9.38571428571429	11.8063492063492	0	0	0	0	0	0	10.3774485456938	0	9.38571428571429	9.38571428571429	10.3774485456938	10.3774485456938	0	0	10.2417027417027	10.2417027417027	10.2417027417027
m881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m893	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
m894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m895	1	1	0.65	0	0	0	0	0	0	0.8	0	1	1	0.8	0.8	0	0	1	1	1
m896	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.05	0.05	0	0	0	0	0
m897	2.83333333333333	2.83333333333333	1.33333333333333	0	0	0	0	0	0	2.5	0	2.83333333333333	2.83333333333333	2.5	2.5	0	0	2.16666666666667	2.16666666666667	2.16666666666667
m898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m929	0	0	3.33333333333333	0	0	0	0	0	0	3.73333333333333	0	0	0	3.73333333333333	3.73333333333333	0	0	4.38333333333333	4.38333333333333	4.38333333333333
m930	24.8194953836191	24.8194953836191	117.893244839555	0	0	0	0	0	0	171.265545698337	0	24.8194953836191	24.8194953836191	171.265545698337	171.265545698337	0	0	220.814310117986	220.814310117986	220.814310117986
m931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m944	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1
