Element	gaucher's disease	keratinocyte differentiation	krabbe disease	neutrophil degranulation	niemann-pick disease	regulation of programmed nerotic cell death
m823	0	0	0	0	0	0
m824	0	0	0	0	0	0
m825	0	0	0	0	0	0
m826	0	0	0	0	0	0
m827	0	0	0	0	0	0
m830	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m831	0	0	0	0	0	0
m832	0	0	0	0	0	0
m833	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m834	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m835	0	0	0	0	0	0
m836	0	0	0	0	0	0
m837	0	0	0	0	0	0
m838	0	0	0	0	0	0
m839	0	0	0	0	0	0
m840	0	0	0	0	0	0
m841	0	0	0	0	0	0
m842	0	0	0	0	0	0
m843	0	0	0	0	0	0
m210	0	0	0	0	0	0
m844	0	0	0	0	0	0
m845	0	0	0	0	0	0
m846	0	0	0	0	0	0
m847	0	0	0	0	0	0
m848	0	0	0	0	0	0
m849	0	0	0	0	0	0
m850	0	0	0	0	0	0
m851	0	0	0	0	0	0
m852	0	0	0	0	0	0
m853	0	0	0	0	0	0
m854	0	0	0	0	0	0
m855	0	0	0	0	0	0
m856	0	0	0	0	0	0
m857	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m858	0	0	0	0	0	0
m859	0	0	0	0	0	0
m860	0	0	0	0	0	0
m861	0	0	0	0	0	0
m862	0	0	0	0	0	0
m863	0	0	0	0	0	0
m864	0	0	0	0	0	0
m865	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m866	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m574	0	0	0	0	0	0
m867	0.111111111111111	0.1	0	0.1	0.0909090909090909	0.1
m868	0	0	0	0	0	0
m869	0	0	0	0	0	0
m871	0	0	0	0	0	0
m872	0	0	0	0	0	0
m873	0	0	0	0	0	0
m874	0	0	0	0	0	0
m875	0	0	0	0	0	0
m876	0	0	0	0	0	0
m877	0	0	0	0	0	0
m878	0	0	0	0	0	0
m879	0	0	0	0	0	0
m880	0	0	0	0	0	0
m881	0	0	0	0	0	0
m882	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m883	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667
m884	0	0	0	0	0	0
m885	0	0	0	0	0	0
m886	0	0	0	0	0	0
m887	0	0	0	0	0	0
m888	0	0	0	0	0	0
m889	0	0	0	0	0	0
m890	0	0	0	0	0	0
m891	0	0	0	0	0	0
m892	0	0	0	0	0	0
m893	0	0	0	0	0	0
m894	0	0	0	0	0	0
m895	0	0	0	0	0	0
m896	0	0	0	0	0	0
m897	0	0	0	0	0	0
m898	0	0	0	0	0	0
m899	0	0	0	0	0	0
m900	0	0	0	0	0	0
m901	0	0	0	0	0	0
m902	0	0	0	0	0	0
m903	0	0	0	0	0	0
m232	0	0	0	0	0	0
m904	0	0	0	0	0	0
m905	0	0	0	0	0	0
m906	0	0	0	0	0	0
m907	0	0	0	0	0	0
m908	0	0	0	0	0	0
m909	0	0	0	0	0	0
m910	0	0	0	0	0	0
m594	0	0	0	0	0	0
m911	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m912	0	0	0	0	0	0
m913	0	0	0	0	0	0
m914	0	0	0	0	0	0
m915	0.1	0.0909090909090909	0	0.0909090909090909	0.0833333333333333	0.0909090909090909
m916	0	0	0	0	0	0
m917	0	0	0	0	0	0
m918	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667
m919	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m920	0	0	0	0	0	0
m921	0	0	0	0	0	0
m922	0	0	0	0	0	0
m923	0	0	0	0	0	0
m924	0	0	0	0	0	0
m925	0	0	0	0	0	0
m926	0	0	0	0	0	0
m928	0	0	0	0	0	0
m929	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m930	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m932	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m933	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m934	0	0	0	0	0	0
m475	0	0	0	0	0	0
m935	0	0	0	0	0	0
m941	0	0	0	0	0	0
m942	0	0	0	0	0	0
m943	0	0	0	0	0	0
m945	0	0	0	0	0	0
m946	0	0	0	0	0	0
m947	0	0	0	0	0	0
m948	0	0	0	0	0	0
m949	0	0	0	0	0	0
m950	0	0	0	0	0	0
m952	0	0	0	0	0	0
m953	0	0	0	0	0	0
m954	0	0	0	0	0	0
m955	0	0	0	0	0	0
m956	0	0	0	0	0	0
m957	0	0	0	0	0	0
m958	0	0	0	0	0	0
m959	0	0	0	0	0	0
m960	0	0	0	0	0	0
m961	0	0	0	0	0	0
m962	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m963	0	0	0	0	0	0
m964	0	0	0	0	0	0
m965	0	0	0	0	0	0
m966	0	0	0	0	0	0
m967	0	0	0	0	0	0
m968	0	0	0	0	0	0
m969	0	0	0	0	0	0
m970	0	0	0	0	0	0
m577	0	0	0	0	0	0
m971	0	0	0	0	0	0
m972	0	0	0	0	0	0
m973	0	0	0	0	0	0
m974	0	0	0	0	0	0
m975	0	0	0	0	0	0
m976	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m977	0	0	0	0	0	0
m978	0	0	0	0	0	0
m979	0	0	0	0	0	0
m980	0	0	0	0	0	0
m981	0	0	0	0	0	0
m982	0	0	0	0	0	0
m983	0	0	0	0	0	0
m984	0	0	0	0	0	0
m985	0	0	0	0	0	0
m986	0	0	0	0	0	0
m987	0	0	0	0	0	0
m988	0	0	0	0	0	0
m989	0	0	0	0	0	0
m990	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m991	0	0	0	0	0	0
m995	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m997	0	0	0	0	0	0
m998	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m999	0	0	0	0	0	0
m1000	0	0	0	0	0	0
m1001	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1002	0	0	0	0	0	0
m1003	0	0	0	0	0	0
m1006	0	0	0	0	0	0
m735	0	0	0	0	0	0
m1007	0	0	0	0	0	0
m1008	0	0	0	0	0	0
m994	0	0	0	0	0	0
m1009	0	0	0	0	0	0
m1010	0	0	0	0	0	0
m1011	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1012	0	0	0	0	0	0
m1013	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1014	0	0	0	0	0	0
m1015	0	0	0	0	0	0
m1016	0	0	0	0	0	0
m1017	0	0	0	0	0	0
m1018	0	0	0	0	0	0
m1019	0	0	0	0	0	0
m1020	0	0	0	0	0	0
m1021	0	0	0	0	0	0
m1026	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1027	0	0	0	0	0	0
m1028	0	0	0	0	0	0
m1029	0	0	0	0	0	0
m1030	0	0	0	0	0	0
m1031	0	0	0	0	0	0
m1032	0	0	0	0	0	0
m1033	0	0	0	0	0	0
m1034	0	0	0	0	0	0
m1035	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1036	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1037	0	0	0	0	0	0
m1038	0	0	0	0	0	0
m1039	0	0	0	0	0	0
m1040	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1041	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1042	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1043	0	0	0	0	0	0
m1044	0	0	0	0	0	0
m1045	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1046	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1047	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1048	0	0	0	0	0	0
m1049	0	0	0	0	0	0
m1050	0.111111111111111	0.1	0	0.1	0.0909090909090909	0.1
m1051	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1052	0	0	0	0	0	0
m1053	0	0	0	0	0	0
m1054	0	0	0	0	0	0
m1055	0	0	0	0	0	0
m1056	0	0	0	0	0	0
m1057	0	0	0	0	0	0
m1058	0	0	0	0	0	0
m1059	0	0	0	0	0	0
m1060	0	0	0	0	0	0
m1061	0	0	0	0	0	0
m62	0	0	0	0	0	0
m1062	0	0	0	0	0	0
m1064	0	0	0	0	0	0
m1065	0	0	0	0	0	0
m1066	0	0	0	0	0	0
m1067	0	0	0	0	0	0
m1068	0	0	0	0	0	0
m1069	0	0	0	0	0	0
m1070	0	0	0	0	0	0
m1071	0	0	0	0	0	0
m1072	0	0	0	0	0	0
m1073	0	0	0	0	0	0
m1074	0	0	0	0	0	0
m1075	0	0	0	0	0	0
m1076	0.111111111111111	0.1	0	0.1	0.0909090909090909	0.1
m1077	0	0	0	0	0	0
m1078	0	0	0	0	0	0
m1079	0	0	0	0	0	0
m1080	0	0	0	0	0	0
m1081	0	0	0	0	0	0
m1082	0	0	0	0	0	0
m1083	0	0	0	0	0	0
m1084	0.111111111111111	0.1	0	0.1	0.0909090909090909	0.1
m1085	0	0	0	0	0	0
m1086	0	0	0	0	0	0
m1087	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1088	0	0	0	0	0	0
m1089	0	0	0	0	0	0
m1090	0	0	0	0	0	0
m1091	0	0	0	0	0	0
m1092	0	0	0	0	0	0
m1093	0	0	0	0	0	0
m1094	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1095	0	0	0	0	0	0
m1096	0	0	0	0	0	0
m1097	0	0	0	0	0	0
m1100	0.111111111111111	0.1	0	0.1	0.0909090909090909	0.1
m1101	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1102	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1103	0	0	0	0	0	0
m1104	0	0	0	0	0	0
m1105	0	0	0	0	0	0
m1106	0	0	0	0	0	0
m1107	0	0	0	0	0	0
m1108	0	0	0	0	0	0
m1109	0	0	0	0	0	0
m1110	0	0	0	0	0	0
m1111	0	0	0	0	0	0
m1112	0	0	0	0	0	0
m1113	0	0	0	0	0	0
m1114	0	0	0	0	0	0
m1115	0	0	0	0	0	0
m1116	0	0	0	0	0	0
m1117	0	0	0	0	0	0
m1118	0	0	0	0	0	0
m1119	0	0	0	0	0	0
m1120	0	0	0	0	0	0
m1121	0	0	0	0	0	0
m1122	0	0	0	0	0	0
m1123	0	0	0	0	0	0
m1124	0	0	0	0	0	0
m1125	0	0	0	0	0	0
m1126	0	0	0	0	0	0
m1127	0	0	0	0	0	0
m1128	0	0	0	0	0	0
m1129	0	0	0	0	0	0
m1130	0	0	0	0	0	0
m1131	0	0	0	0	0	0
m1132	0	0	0	0	0	0
m1133	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1134	0	0	0	0	0	0
m1135	0	0	0	0	0	0
m1136	0	0	0	0	0	0
m1137	0	0	0	0	0	0
m1138	0	0	0	0	0	0
m1139	0	0	0	0	0	0
m737	0	0	0	0	0	0
m1140	0	0	0	0	0	0
m1141	0	0	0	0	0	0
m1142	0	0	0	0	0	0
m1143	0	0	0	0	0	0
m1144	0	0	0	0	0	0
m1146	0	0	0	0	0	0
m1147	0	0	0	0	0	0
m1148	0	0	0	0	0	0
m1149	0	0	0	0	0	0
m1150	0	0	0	0	0	0
m1151	0	0	0	0	0	0
m1152	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1154	0	0	0	0	0	0
m1155	0	0	0	0	0	0
m1156	0	0	0	0	0	0
m1157	0	0	0	0	0	0
m940	0	0	0	0	0	0
m1158	0	0	0	0	0	0
m1159	0	0	0	0	0	0
m1160	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1161	0	0	0	0	0	0
m1162	0	0	0	0	0	0
m1163	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1164	0	0	0	0	0	0
m1165	0	0	0	0	0	0
m1166	0	0	0	0	0	0
m1167	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1168	0	0	0	0	0	0
m1169	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667
m1170	0	0	0	0	0	0
m1171	0	0	0	0	0	0
m1172	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1173	0	0	0	0	0	0
m1174	0	0	0	0	0	0
m1175	0.111111111111111	0.1	0	0.1	0.0909090909090909	0.1
m1176	0	0	0	0	0	0
m1177	0	0	0	0	0	0
m1178	0	0	0	0	0	0
m1153	0	0	0	0	0	0
m1179	0	0	0	0	0	0
m1180	0	0	0	0	0	0
m1181	0	0	0	0	0	0
m1182	0	0	0	0	0	0
m1183	0	0	0	0	0	0
m1184	0	0	0	0	0	0
m1185	0	0	0	0	0	0
m1186	0	0	0	0	0	0
m1187	0	0	0	0	0	0
m1188	0	0	0	0	0	0
m1189	0	0	0	0	0	0
m1190	0	0	0	0	0	0
m1191	0	0	0	0	0	0
m1192	0	0	0	0	0	0
m1193	0	0	0	0	0	0
m1194	0	0	0	0	0	0
m1195	0	0	0	0	0	0
m1196	0	0	0	0	0	0
m1197	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1198	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1199	0	0	0	0	0	0
m1200	0	0	0	0	0	0
m1201	0	0	0	0	0	0
m247	0	0	0	0	0	0
m248	0	0	0	0	0	0
m1202	0	0	0	0	0	0
m1203	0	0	0	0	0	0
m1204	0	0	0	0	0	0
m1205	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1207	0	0	0	0	0	0
m1208	0	0	0	0	0	0
m1209	0	0	0	0	0	0
m1210	0	0	0	0	0	0
m1211	0	0	0	0	0	0
m1212	0	0	0	0	0	0
m1213	0	0	0	0	0	0
m1214	0	0	0	0	0	0
m1215	0	0	0	0	0	0
m1216	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1217	0	0	0	0	0	0
m1218	0	0	0	0	0	0
m750	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1219	0	0	0	0	0	0
m1220	0	0	0	0	0	0
m1223	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1224	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1227	0	0	0	0	0	0
m1228	0	0	0	0	0	0
m1229	0.111111111111111	0.1	0	0.1	0.0909090909090909	0.1
m1230	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1231	0	0	0	0	0	0
m1232	0	0	0	0	0	0
m1242	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1246	0	0	0	0	0	0
m1247	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1248	0	0	0	0	0	0
m1249	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1250	0	0	0	0	0	0
m1251	0	0	0	0	0	0
m1252	0	0	0	0	0	0
m1253	0	0	0	0	0	0
m1254	0	0	0	0	0	0
m1259	0	0	0	0	0	0
m1260	0	0	0	0	0	0
m1261	0	0	0	0	0	0
m1262	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1263	0	0	0	0	0	0
m1264	0	0	0	0	0	0
m1265	0	0	0	0	0	0
m1238	0	0	0	0	0	0
m1266	0	0	0	0	0	0
m1267	0	0	0	0	0	0
m1268	0	0	0	0	0	0
m1269	0	0	0	0	0	0
m1270	0	0	0	0	0	0
m1271	0	0	0	0	0	0
m1272	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1273	0	0	0	0	0	0
m1274	0	0	0	0	0	0
m1275	0	0	0	0	0	0
m1276	0	0	0	0	0	0
m1277	0	0	0	0	0	0
m1278	0	0	0	0	0	0
m1279	0	0	0	0	0	0
m1280	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1206	0	0	0	0	0	0
m1281	0	0	0	0	0	0
m1282	0	0	0	0	0	0
m1283	0	0	0	0	0	0
m1284	0	0	0	0	0	0
m1285	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1288	0	0	0	0	0	0
m1291	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1292	0	0	0	0	0	0
m1293	0	0	0	0	0	0
m1296	0	0	0	0	0	0
m1297	0	0	0	0	0	0
m1298	0	0	0	0	0	0
m1299	0	0	0	0	0	0
m1300	0	0	0	0	0	0
m1301	0	0	0	0	0	0
m1302	0	0	0	0	0	0
m1303	0	0	0	0	0	0
m1304	0	0	0	0	0	0
m1305	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1306	0	0	0	0	0	0
m1307	0	0	0	0	0	0
m1308	0	0	0	0	0	0
m370	0	0	0	0	0	0
m371	0	0	0	0	0	0
m1309	0	0	0	0	0	0
m1310	0	0	0	0	0	0
m1311	0	0	0	0	0	0
m1312	0	0	0	0	0	0
m1313	0	0	0	0	0	0
m1314	0	0	0	0	0	0
m1315	0	0	0	0	0	0
m1316	0	0	0	0	0	0
m1317	0	0	0	0	0	0
m1318	0	0	0	0	0	0
m1319	0	0	0	0	0	0
m1320	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1321	0	0	0	0	0	0
m1322	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1323	0	0	0	0	0	0
m1324	0	0	0	0	0	0
m1325	0	0	0	0	0	0
m1326	0	0	0	0	0	0
m1327	0	0	0	0	0	0
m1328	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1329	0	0	0	0	0	0
m1330	0	0	0	0	0	0
m1331	0	0	0	0	0	0
m1332	0	0	0	0	0	0
m1333	0	0	0	0	0	0
m1334	0	0	0	0	0	0
m1335	0	0	0	0	0	0
m1336	0	0	0	0	0	0
m1337	0	0	0	0	0	0
m1338	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m701	0	0	0	0	0	0
m1339	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1340	0	0	0	0	0	0
m1341	0	0	0	0	0	0
m1342	0	0	0	0	0	0
m1343	0	0	0	0	0	0
m1344	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1345	0	0	0	0	0	0
m1346	0	0	0	0	0	0
m1347	0	0	0	0	0	0
m1348	0	0	0	0	0	0
m1349	0	0	0	0	0	0
m1350	0	0	0	0	0	0
m1351	0	0	0	0	0	0
m1352	0	0	0	0	0	0
m1353	0	0	0	0	0	0
m1354	0	0	0	0	0	0
m1356	0	0	0	0	0	0
m1357	0	0	0	0	0	0
m1358	0	0	0	0	0	0
m1360	0	0	0	0	0	0
m1361	0	0	0	0	0	0
m1362	0	0	0	0	0	0
m1363	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1364	0	0	0	0	0	0
m1365	0	0	0	0	0	0
m1366	0	0	0	0	0	0
m1367	0	0	0	0	0	0
m575	0	0	0	0	0	0
m1368	0	0	0	0	0	0
m1369	0	0	0	0	0	0
m1370	0	0	0	0	0	0
m1371	0	0	0	0	0	0
m1376	0	0	0	0	0	0
m1377	0	0	0	0	0	0
m1378	0	0	0	0	0	0
m1379	0	0	0	0	0	0
m1380	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1381	0	0	0	0	0	0
m1382	0	0	0	0	0	0
m1385	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1386	0	0	0	0	0	0
m1388	0	0	0	0	0	0
m1389	0	0	0	0	0	0
m341	0	0	0	0	0	0
m1390	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1391	0	0	0	0	0	0
m1392	0	0	0	0	0	0
m1393	0	0	0	0	0	0
m1234	0	0	0	0	0	0
m1394	0	0	0	0	0	0
m1395	0	0	0	0	0	0
m1396	0	0	0	0	0	0
m1397	0	0	0	0	0	0
m1398	0	0	0	0	0	0
m1399	0	0	0	0	0	0
m1400	0	0	0	0	0	0
m1401	0	0	0	0	0	0
m1402	0	0	0	0	0	0
m1404	0	0	0	0	0	0
m1405	0	0	0	0	0	0
m1406	0	0	0	0	0	0
m1408	0	0	0	0	0	0
m1411	0.25	0.2	0	0.2	0.166666666666667	0.2
m944	0	0	0	0	0	0
m1412	0	0	0	0	0	0
m1413	0	0	0	0	0	0
m1414	0	0	0	0	0	0
m1415	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1416	0	0	0	0	0	0
m1417	0	0	0	0	0	0
m1418	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1419	0	0	0	0	0	0
m1420	0	0	0	0	0	0
m1421	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1422	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1423	0	0	0	0	0	0
m1403	0	0	0	0	0	0
m1424	0	0	0	0	0	0
m1425	0	0	0	0	0	0
m1426	0	0	0	0	0	0
m1427	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1429	0	0	0	0	0	0
m1430	0	0	0	0	0	0
m1431	0	0	0	0	0	0
m1432	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1433	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1434	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1435	0	0	0	0	0	0
m1436	0	0	0	0	0	0
m1437	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1440	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m797	0	0	0	0	0	0
m1441	0	0	0	0	0	0
m1442	0	0	0	0	0	0
m1444	0	0	0	0	0	0
m1445	0	0	0	0	0	0
m1446	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1447	0.111111111111111	0.1	0	0.1	0.0909090909090909	0.1
m1448	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1449	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1450	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1452	0	0	0	0	0	0
m1453	0	0	0	0	0	0
m1454	0	0	0	0	0	0
m1455	0	0	0	0	0	0
m1456	0	0	0	0	0	0
m1457	0	0	0	0	0	0
m1458	0	0	0	0	0	0
m1459	0	0	0	0	0	0
m1460	0	0	0	0	0	0
m1461	0	0	0	0	0	0
m1462	0	0	0	0	0	0
m1463	0	0	0	0	0	0
m1464	0	0	0	0	0	0
m1465	0	0	0	0	0	0
m1466	0	0	0	0	0	0
m1467	0	0	0	0	0	0
m1468	0	0	0	0	0	0
m1469	0	0	0	0	0	0
m1470	0	0	0	0	0	0
m1471	0	0	0	0	0	0
m1472	0	0	0	0	0	0
m1473	0	0	0	0	0	0
m1474	0.111111111111111	0.1	0	0.1	0.0909090909090909	0.1
m1475	0	0	0	0	0	0
m1476	0	0	0	0	0	0
m1477	0	0	0	0	0	0
m1478	0	0	0	0	0	0
m1480	0	0	0	0	0	0
m1481	0	0	0	0	0	0
m1482	0	0	0	0	0	0
m1483	0.2	0.166666666666667	0	0.166666666666667	0.142857142857143	0.166666666666667
m1484	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1485	0	0	0	0	0	0
m1486	0	0	0	0	0	0
m1487	0	0	0	0	0	0
m1488	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1489	0	0	0	0	0	0
m1490	0	0	0	0	0	0
m1495	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1496	0	0	0	0	0	0
m1497	0	0	0	0	0	0
m1498	0	0	0	0	0	0
m1499	0	0	0	0	0	0
m1500	0	0	0	0	0	0
m1501	0	0	0	0	0	0
m1502	0	0	0	0	0	0
m1503	0	0	0	0	0	0
m1504	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1505	0	0	0	0	0	0
m1506	0	0	0	0	0	0
m1507	0	0	0	0	0	0
m1508	0	0	0	0	0	0
m1509	0.111111111111111	0.1	0	0.1	0.0909090909090909	0.1
m1510	0	0	0	0	0	0
m1511	0	0	0	0	0	0
m1512	0	0	0	0	0	0
m1513	0	0	0	0	0	0
m1514	0	0	0	0	0	0
m1515	0	0	0	0	0	0
m1516	0	0	0	0	0	0
m1517	0	0	0	0	0	0
m1518	0	0	0	0	0	0
m1519	0	0	0	0	0	0
m1520	0	0	0	0	0	0
m1521	0	0	0	0	0	0
m1522	0	0	0	0	0	0
m1526	0	0	0	0	0	0
m1527	0	0	0	0	0	0
m1528	0	0	0	0	0	0
m1529	0	0	0	0	0	0
m1530	0	0	0	0	0	0
m1531	0	0	0	0	0	0
m1532	0	0	0	0	0	0
m1533	0	0	0	0	0	0
m1534	0	0	0	0	0	0
m1535	0	0	0	0	0	0
m1536	0	0	0	0	0	0
m1537	0	0	0	0	0	0
m1538	0	0	0	0	0	0
m1539	0	0	0	0	0	0
m1540	0	0	0	0	0	0
m1541	0	0	0	0	0	0
m1542	0	0	0	0	0	0
m1543	0	0	0	0	0	0
m1545	0	0	0	0	0	0
m1546	0	0	0	0	0	0
m1547	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1548	0	0	0	0	0	0
m1549	0	0	0	0	0	0
m1550	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1552	0	0	0	0	0	0
m1554	0	0	0	0	0	0
m1555	0	0	0	0	0	0
m1556	0	0	0	0	0	0
m1557	0	0	0	0	0	0
m1558	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1559	0	0	0	0	0	0
m1560	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1563	0	0	0	0	0	0
m1564	0	0	0	0	0	0
m1561	0	0	0	0	0	0
m1565	0	0	0	0	0	0
m1566	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1567	0	0	0	0	0	0
m1568	0	0	0	0	0	0
m1569	0	0	0	0	0	0
m1574	0.125	0.111111111111111	0	0.111111111111111	0.1	0.111111111111111
m1575	0	0	0	0	0	0
m1576	0	0	0	0	0	0
m702	0	0	0	0	0	0
m1586	0	0	0	0	0	0
m1383	0	0	0	0	0	0
m1587	0	0	0	0	0	0
m1588	0	0	0	0	0	0
m1589	0	0	0	0	0	0
m1590	0	0	0	0	0	0
m1591	0	0	0	0	0	0
m1592	0	0	0	0	0	0
m1593	0	0	0	0	0	0
m1594	0	0	0	0	0	0
m1595	0	0	0	0	0	0
m1596	0	0	0	0	0	0
m1597	0	0	0	0	0	0
m1598	0	0	0	0	0	0
m1601	0	0	0	0	0	0
m1605	0	0	0	0	0	0
m1606	0.111111111111111	0.1	0	0.1	0.0909090909090909	0.1
m1607	0.166666666666667	0.142857142857143	0	0.142857142857143	0.125	0.142857142857143
m1608	0.111111111111111	0.1	0	0.1	0.0909090909090909	0.1
m1609	0	0	0	0	0	0
m1612	0	0	0	0	0	0
m1614	0	0	0	0	0	0
m1613	0	0	0	0	0	0
m1615	0	0	0	0	0	0
m1616	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1617	0	0	0	0	0	0
m1618	0	0	0	0	0	0
m1621	0.142857142857143	0.125	0	0.125	0.111111111111111	0.125
m1622	0	0	0	0	0	0
m1623	0	0	0	0	0	0
m1624	0	0	0	0	0	0
m1625	0	0	0	0	0	0
m1626	0	0	0	0	0	0
m1627	0	0	0	0	0	0
m1628	0	0	0	0	0	0
m1629	0	0	0	0	0	0
m1630	0	0	0	0	0	0
m1631	0	0	0	0	0	0
m1632	0	0	0	0	0	0
